web-scraper-order,web-scraper-start-url,directory_link,directory_link-href,company,rating
"1593892368-4845","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Whitt-Wynns","http://www.corporatecritic.org/companiesatoz/Whitt.aspx","Wonderworld Products Co Ltd","14"
"1593892393-5186","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Sony Corporation","5.5"
"1593892408-5412","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Po-zu","13.5"
"1593892395-5210","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Scott-Sixty","http://www.corporatecritic.org/companiesatoz/Scott.aspx","Seven Investment Management Ltd","5.5"
"1593892433-5713","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Lilly's Eco Clean Ltd","13"
"1593892368-4839","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Whitt-Wynns","http://www.corporatecritic.org/companiesatoz/Whitt.aspx","Windhorse Trading Limited","14"
"1593892510-6851","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","123","http://www.corporatecritic.org/companiesatoz/123.aspx","856742 Ontario Inc","???"
"1593892506-6782","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","Altaba [F.K.A. Yahoo! Inc]","13"
"1593892503-6736","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","ARC International","14"
"1593892428-5667","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","M-Maxin","http://www.corporatecritic.org/companiesatoz/M.aspx","Marsh & McLennan Cos Inc","3.5"
"1593892464-6108","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Flowf-Funda","http://www.corporatecritic.org/companiesatoz/Flowf.aspx","Frank Roberts & Sons Ltd","11"
"1593892390-5142","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Stellar Winery (PTY) Ltd","15"
"1593892415-5471","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","Oase Outdoors ApS","14"
"1593892474-6302","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Enamore Ltd","14"
"1593892471-6229","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Enigma Titanium Limited","???"
"1593892442-5834","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","J","http://www.corporatecritic.org/companiesatoz/J.aspx","JEMA 1","???"
"1593892464-6103","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Flowf-Funda","http://www.corporatecritic.org/companiesatoz/Flowf.aspx","Fortune Brands","14"
"1593892381-5028","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","Topco-Tacoba Forestry Consultants","14"
"1593892499-6686","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","B-Bella","http://www.corporatecritic.org/companiesatoz/B.aspx","Barry M Cosmetics Ltd","14"
"1593892366-4823","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","X","http://www.corporatecritic.org/companiesatoz/X.aspx","Xerox Corporation","14"
"1593892435-5759","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","L-Leona","http://www.corporatecritic.org/companiesatoz/L.aspx","Le Coq Sportif Holding LCSH","14"
"1593892384-5041","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The C-The T","http://www.corporatecritic.org/companiesatoz/The%20C.aspx","The company of wine people","14"
"1593892501-6712","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Asda -Azzur","http://www.corporatecritic.org/companiesatoz/Asda%20.aspx","Avalon Vineyard","14"
"1593892471-6246","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Estée Lauder Companies Inc","5.5"
"1593892393-5177","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Solarcentury","9.5"
"1593892487-6505","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Citigroup Inc","3"
"1593892492-6562","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Briti-BuzzF","http://www.corporatecritic.org/companiesatoz/Briti.aspx","Brothers Brewing Company Ltd","14"
"1593892440-5789","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Kenana Knitters","14"
"1593892487-6504","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Cisco Systems Inc","7"
"1593892494-6607","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","BMK H-Brita","http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx","Braham & Murray Ltd","13.5"
"1593892408-5419","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Prestat Ltd","14"
"1593892474-6309","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","ENI SpA","4"
"1593892483-6424","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Cream-Cybex","http://www.corporatecritic.org/companiesatoz/Cream.aspx","Creative Technology Ltd","14"
"1593892483-6432","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Cream-Cybex","http://www.corporatecritic.org/companiesatoz/Cream.aspx","Cumberland Building Society","13.5"
"1593892435-5770","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","L-Leona","http://www.corporatecritic.org/companiesatoz/L.aspx","Leonard Green & Partners","13.5"
"1593892503-6717","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","AMT Coffee Ltd.","7.5"
"1593892508-6804","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","A-Agfa-","http://www.corporatecritic.org/companiesatoz/A.aspx","A. L. Simpkins","14"
"1593892458-6037","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Glen -Gregg","http://www.corporatecritic.org/companiesatoz/Glen%20.aspx","Greenfibres Ltd","14.5"
"1593892381-5008","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","Thornberg Investments Management Inc","14"
"1593892487-6488","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Chelsea Building Society","13.5"
"1593892430-5698","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Londo-Lyrec","http://www.corporatecritic.org/companiesatoz/Londo.aspx","Lydian Capital Partners L P","14"
"1593892381-5012","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","THTC CLOTHING LIMITED","13.5"
"1593892375-4914","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Vega Nutritionals Ltd","14"
"1593892506-6761","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","Air France-KLM Group","14"
"1593892483-6428","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Cream-Cybex","http://www.corporatecritic.org/companiesatoz/Cream.aspx","Crosslee Holdings","11"
"1593892375-4913","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Vega Corporation Ltd","14"
"1593892424-5594","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","Motherease Inc","14"
"1593892419-5533","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","National Grape Co-operative Association, Inc","???"
"1593892506-6779","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","Alpha ApS","14"
"1593892471-6203","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Edizione Srl","14"
"1593892390-5154","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Supercover Quilty Group Ltd","14"
"1593892375-4908","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Varma Trust","???"
"1593892419-5550","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","Neonlite Electronic and Lighting (HK) Ltd","10"
"1593892435-5746","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","L-Leona","http://www.corporatecritic.org/companiesatoz/L.aspx","Laltex & Co Ltd","14"
"1593892503-6727","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Antofagasta plc","13.5"
"1593892386-5085","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","Tamilnadu Industrial Development Corporation Limited","14"
"1593892364-4807","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Y","http://www.corporatecritic.org/companiesatoz/Y.aspx","Yakit Rakit Ltd (The)","12.5"
"1593892442-5847","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","J","http://www.corporatecritic.org/companiesatoz/J.aspx","Jumping Frog","14"
"1593892386-5087","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","Target Corporation","11.5"
"1593892440-5788","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Kellogg Company","3.5"
"1593892506-6796","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","AMR Corp","12"
"1593892453-5939","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","H&R Block","14"
"1593892492-6555","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Briti-BuzzF","http://www.corporatecritic.org/companiesatoz/Briti.aspx","Britvic Plc","12"
"1593892471-6244","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Essential Trading Co-operative Ltd","13"
"1593892485-6471","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Clove-Cp7 P","http://www.corporatecritic.org/companiesatoz/Clove.aspx","Cottontail Co","14"
"1593892478-6361","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","Diva International Inc","???"
"1593892508-6832","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","A-Agfa-","http://www.corporatecritic.org/companiesatoz/A.aspx","Aegon NV","(4.5)"
"1593892411-5447","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","P-Phil","http://www.corporatecritic.org/companiesatoz/P.aspx","Perfect Green Toners","14"
"1593892415-5474","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","Ocado Group plc","2"
"1593892381-5001","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","The White Company","12.5"
"1593892471-6231","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Enterprise Inns plc","14"
"1593892460-6070","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","G-Glebe","http://www.corporatecritic.org/companiesatoz/G.aspx","Geomag SA","14"
"1593892464-6121","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Flowf-Funda","http://www.corporatecritic.org/companiesatoz/Flowf.aspx","Friendly Soap Ltd","???"
"1593892487-6479","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Cebra","14"
"1593892433-5708","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Liebherr-International AG","7"
"1593892386-5094","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","TDR Capital LLP","???"
"1593892487-6506","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","CL Financial Group Ltd","14"
"1593892417-5523","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Ninte-NYK L","http://www.corporatecritic.org/companiesatoz/Ninte.aspx","NYK Line (Nippon Yusen Kaisha)","14"
"1593892480-6402","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","D-Deloi","http://www.corporatecritic.org/companiesatoz/D.aspx","Dart Valley Foods Ltd","14"
"1593892440-5805","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Koch Industries Inc","14"
"1593892395-5228","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Scott-Sixty","http://www.corporatecritic.org/companiesatoz/Scott.aspx","Sigma Corporation","???"
"1593892419-5540","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","Natural Crisps Ltd","14"
"1593892433-5719","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Linklaters LLP","11.5"
"1593892426-5630","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Maya-Minis","http://www.corporatecritic.org/companiesatoz/Maya.aspx","Miam Ltd","14"
"1593892433-5704","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Lexmark International Group Inc","14"
"1593892442-5822","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","J","http://www.corporatecritic.org/companiesatoz/J.aspx","Jacobson Group Ltd","8.5"
"1593892474-6310","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Enigma Titanium Limited","???"
"1593892451-5935","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Huawei Investment & Holding Co. Ltd","6.5"
"1593892426-5620","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Maya-Minis","http://www.corporatecritic.org/companiesatoz/Maya.aspx","Mercuria Energy Group Limited","10.5"
"1593892508-6816","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","A-Agfa-","http://www.corporatecritic.org/companiesatoz/A.aspx","Accenture","14"
"1593892408-5417","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Prémaxx","14"
"1593892458-6003","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Glen -Gregg","http://www.corporatecritic.org/companiesatoz/Glen%20.aspx","Goldcorp Inc","12"
"1593892510-6852","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","123","http://www.corporatecritic.org/companiesatoz/123.aspx","9055-7588 Québec Inc (FKA Bio Spectra)","12"
"1593892453-5954","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Harbingers of a New Age","14"
"1593892424-5579","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","Modibodi Australia Pty Ltd","???"
"1593892419-5553","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","Neutra Health","14"
"1593892424-5573","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","Mitsubishi Estate Co","(14)"
"1593892393-5163","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","SMART Technologies Inc","(14)"
"1593892415-5497","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","Organic Seed & Bean Co Ltd","15"
"1593892490-6532","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Capespan Group Limited","14"
"1593892424-5569","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","Mio Technology Corporation","14"
"1593892411-5441","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","P-Phil","http://www.corporatecritic.org/companiesatoz/P.aspx","PC Peripherals Ltd","14"
"1593892447-5854","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","I-Islan","http://www.corporatecritic.org/companiesatoz/I.aspx","I Grunwerg Ltd","???"
"1593892471-6239","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Equop Limited","14"
"1593892440-5808","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Konica Minolta Holdings Inc","14"
"1593892471-6182","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","E.ON AG","9"
