web-scraper-order,web-scraper-start-url,category_link,category_link-href,company,rating
"1593950318-4364","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Sussan","Rated : Not good enough"
"1593950287-3949","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Burberry","Rated : It's a start"
"1593950380-4945","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Unrobe","Rated : Good"
"1593950054-1541","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Sussan","Rated : Not good enough"
"1593950380-5106","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Brother Vellies","Rated : It's a start"
"1593950182-2884","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Lorna Jane","Rated : Not good enough"
"1593950287-4035","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","KORAL","Rated : Not good enough"
"1593950287-3810","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","C&A","Rated : Good"
"1593950380-4958","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Elizabeth Suzann","Rated : Good"
"1593950380-5165","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Tree of Life","Rated : It's a start"
"1593950023-1055","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Pomellato","Rated : It's a start"
"1593950023-1177","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Scotch & Soda","Rated : Not Good Enough"
"1593950380-4900","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","tonlé","Rated : Great"
"1593950084-1833","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Roger Vivier","Rated : Not good enough"
"1593950226-3015","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","SKFK","Rated : Great"
"1593950318-4141","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","SUSI Studio","Rated : Good"
"1593950023-853","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","HARA","Rated : Great"
"1593950287-3843","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Jungmaven","Rated : Good"
"1593950084-1573","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Will's Vegan Store","Rated : Good"
"1593950318-4283","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","V by Very","Rated : Not good enough"
"1593950380-5099","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Bali","Rated : It's a start"
"1593950152-2493","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Sleeper","Rated : Not good enough"
"1593950287-3993","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Splendid","Rated : Not Good Enough"
"1593950023-1156","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Rubi","Rated : It's a start"
"1593950349-4703","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Levi's","Rated : It's a start"
"1593950023-968","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","The Level Collective","Rated : Good"
"1593950023-1021","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","eleven44","Rated : It's a start"
"1593950054-1398","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Melie Bianco","Rated : Not good enough"
"1593950318-4201","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Le Kilt","Rated : It's a start"
"1593950195-2947","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Treasure&Bond","Rated : Not Good Enough"
"1593950102-2029","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Lazy Oaf","Rated : Not good enough"
"1593950349-4543","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","E.L.V. Denim","Rated : Good"
"1593950023-989","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Sealand","Rated : Good"
"1593950398-5281","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Adam Lippes","Rated : Not good enough"
"1593950084-1691","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Poppy Barley","Rated : It's a start"
"1593950349-4773","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Katherine Hooker","Rated : It's a start"
"1593950287-3907","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Wrangler","Rated : It's a start"
"1593950398-5197","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Icebreaker","Rated : Good"
"1593950380-4878","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Zola Amour","Rated : Good"
"1593950318-4429","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","rag & bone","Rated : Not good enough"
"1593950054-1362","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","DeMellier","Rated : It's a start"
"1593950023-1145","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Gorman","Rated : It's a start"
"1593950287-3863","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Indego Africa","Rated : Good"
"1593950136-2162","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Vitamin A","Rated : Good"
"1593950136-2234","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Klättermusen","Rated : It's a start"
"1593950226-3094","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Prairie Underground","Rated : Good"
"1593950226-3103","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Brelli","Rated : Good"
"1593950102-2056","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Fred Perry","Rated : We avoid"
"1593950398-5331","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","DKNY","Rated : We avoid"
"1593950287-3942","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Sun & Shadow","Rated : It's a start"
"1593950349-4545","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","OhSevenDays","Rated : Good"
"1593950318-4250","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Glassons","Rated : Not good enough"
"1593950226-3128","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Toad&Co","Rated : Good"
"1593950182-2572","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","HARA","Rated : Great"
"1593950226-3091","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Chopova Lowena","Rated : Good"
"1593950287-3746","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Passion Lilie","Rated : Great"
"1593950023-1029","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Uterqüe","Rated : It's a start"
"1593950084-1751","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Target Australia","Rated : Not Good Enough"
"1593950380-5164","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","HIRAETH","Rated : It's a start"
"1593950182-2878","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Wauw Capow","Rated : Not good enough"
"1593950182-2850","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Ellesse","null"
"1593950084-1599","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","The Level Collective","Rated : Good"
"1593950287-3759","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","VETTA","Rated : Good"
"1593950182-2658","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Brelli","Rated : Good"
"1593950256-3436","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Cagey's Planet","Rated : Good"
"1593950256-3459","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Purusha People","Rated : Good"
"1593950102-2020","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Zanzan","Rated : Not good enough"
"1593950102-2065","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Glamorous","Rated : We Avoid"
"1593950102-2074","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Vineyard Vines","Rated : We avoid"
"1593950380-5065","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Oliberté","Rated : Good"
"1593950023-1161","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Nordstrom","Rated : Not Good Enough"
"1593950349-4463","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Jackalo","Rated : Great"
"1593950256-3587","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Huaywasi","Rated : It's a start"
"1593950226-3165","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Massimo Dutti","Rated : It's a start"
"1593950380-4998","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Good Guys","Rated : Good"
"1593950287-3948","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Huaywasi","Rated : It's a start"
"1593950023-988","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Mata Traders","Rated : Good"
"1593950023-1038","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Nicole Bridger","Rated : It's a start"
"1593950084-1693","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Bottega Veneta","Rated : It's a start"
"1593950102-1960","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Playtex","Rated : It's a start"
"1593950023-1174","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Uniqlo","Rated : It's a start"
"1593950054-1329","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Lost Property Of London","Rated : It's a start"
"1593950084-1752","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","American Eagle","Rated : Not Good Enough"
"1593950287-3891","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Titania Inglis","Rated : It's a start"
"1593950318-4190","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","7 For All Mankind","Rated : It's a start"
"1593950084-1620","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","COS","Rated : It's a start"
"1593950023-1066","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","PRIMARK","Rated : It's a start"
"1593950349-4456","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Phil & Lui","Rated : Great"
"1593950226-3175","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Columbia","Rated : It's a start"
"1593950398-5208","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Champion","Rated : It's a start"
"1593950023-1067","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","The Giving Keys","Rated : It's a start"
"1593950152-2529","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Hanna Andersson","Rated : Not good enough"
"1593950084-1591","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Purusha People","Rated : Good"
"1593950023-1140","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Puma","Rated : It's a start"
"1593950136-2355","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Ghanda","Rated : Not good enough"
"1593950084-1903","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Tutu Du Monde","Rated : Not good enough"
"1593950349-4483","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Outland Denim","Rated : Great"
"1593950054-1542","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Aranaz","Rated : Not good enough"
"1593950226-3213","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","UNIFORME","Rated : It's a start"
"1593950349-4780","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","OVS","Rated : It's a start"
"1593950182-2603","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","WE-AR","Rated : Good"
"1593950054-1268","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Witchery","Rated : Good"
"1593950318-4373","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Valleygirl","Rated : Not good enough"
"1593950256-3661","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Hurley","Rated : It's a start"
"1593950226-3108","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Howies","Rated : Good"
"1593950023-1194","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Clare Vivier","Rated : Not good enough"
"1593950380-4949","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Amour Vert","Rated : Good"
"1593950398-5329","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","else","Rated : We avoid"
"1593950349-4788","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Trouvé","Rated : Not Good Enough"
"1593950380-5166","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Poster Girl","Rated : It's a start"
"1593950256-3660","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Millers","Rated : It's a start"
"1593950136-2237","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Momoco Bikini","Rated : It's a start"
"1593950084-1686","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Banana Republic","Rated : It's a start"
"1593950023-903","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Me to We","Rated : Good"
"1593950182-2812","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Awave Awake","Rated : It's a start"
"1593950084-1685","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Topshop","Rated : It's a start"
"1593950256-3597","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Bonds","Rated : It's a start"
"1593950226-3112","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Jeanerica","Rated : Good"
"1593950084-1649","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","PRIMARK","Rated : It's a start"
"1593950398-5292","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Thinx","Rated : Not good enough"
"1593950226-3278","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Vanina","Rated : It's a start"
"1593950349-4566","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","RIANNA + NINA","Rated : Good"
"1593950398-5257","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Macpac","null"
"1593950287-3814","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","DL1961","Rated : Good"
"1593950102-2069","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Miraclesuit","Rated : We Avoid"
"1593950380-4928","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Frugi","Rated : Good"
"1593950380-4902","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Kings of Indigo","Rated : Good"
"1593950182-2756","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","UNIFORME","Rated : It's a start"
"1593950102-2004","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Lands' End","Rated : Not Good Enough"
"1593950054-1430","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Burton","Rated : Not good enough"
"1593950152-2505","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","FatFace","Rated : Not good enough"
"1593950152-2474","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Bonds","Rated : It's a start"
"1593950084-1908","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Palladium","Rated : Not good enough"
"1593950349-4514","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","tonlé","Rated : Great"
"1593950287-3976","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Alexander McQueen","Rated : It's a start"
"1593950182-2676","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Totemmi","Rated : Good"
"1593950349-4777","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","J Brand","Rated : It's a start"
"1593950084-1643","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Timberland","Rated : It's a start"
"1593950318-4132","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Marks & Spencer","Rated : Good"
"1593950226-3231","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Norrona","Rated : It's a start"
"1593950318-4118","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Prairie Underground","Rated : Good"
"1593950226-3365","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Karen Walker","Rated : Not good enough"
"1593950084-1817","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Marsèll","Rated : Not good enough"
"1593950054-1267","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Trenery","Rated : Good"
"1593950398-5182","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Sundried","Rated : Good"
"1593950136-2154","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Boob","Rated : Good"
"1593950256-3612","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","OVS","Rated : It's a start"
"1593950380-4915","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","THE M|N|ML","Rated : Good"
"1593950102-2010","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Dressbarn","Rated : Not Good Enough"
"1593950287-3820","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Elena Bobysheva","Rated : Good"
"1593950102-1959","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Wonderbra","Rated : It's a start"
"1593950054-1357","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","BP.","Rated : Not Good Enough"
"1593950398-5218","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Mountain Hardwear","Rated : It's a start"
"1593950226-3228","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Sun & Shadow","Rated : It's a start"
"1593950023-1100","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Burberry","Rated : It's a start"
"1593950023-1139","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Micaela Greg","Rated : It's a start"
"1593950287-3917","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Seasalt","Rated : It's a start"
"1593950349-4493","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","The Social Outfit","Rated : Great"
"1593950084-1819","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Les Petits Joueurs","Rated : Not good enough"
"1593950287-4045","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","KMART Australia","Rated : Not good enough"
"1593950398-5250","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Gymshark","Rated : Not good enough"
"1593950136-2389","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Adriana Degreas","Rated : Not good enough"
"1593950256-3509","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","P. J. Salvage","Rated : Good"
"1593950136-2377","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Tadashi Shoji","Rated : Not good enough"
"1593950380-4891","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Jack Wolfskin","Rated : Good"
"1593950182-2651","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Miik","Rated : Good"
"1593950318-4383","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","DECJUBA","Rated : Not good enough"
"1593950152-2531","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","EQUIPMENT","Rated : Not good enough"
"1593950318-4162","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Ruby & Bloom","Rated : It's a start"
"1593950226-3158","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Asos","Rated : It's a start"
"1593950084-1663","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Zara","Rated : It's a start"
"1593950054-1323","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","GAP","Rated : It's a start"
"1593950023-961","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Adidas","Rated : Good"
"1593950349-4598","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Reformation","Rated : Good"
"1593950318-4185","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Nautica","Rated : It's a start"
"1593950380-4815","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","No Nasties","Rated : Great"
"1593950256-3433","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","PANGAIA","Rated : Good"
"1593950226-3119","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Jamie + The Jones","Rated : Good"
"1593950256-3607","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Tommy Hilfiger","Rated : It's a start"
"1593950349-4732","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Tree of Life","Rated : It's a start"
"1593950182-2674","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Toad&Co","Rated : Good"
"1593950226-3200","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Levi's","Rated : It's a start"
"1593950398-5175","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Vege Threads","Rated : Great"
"1593950349-4622","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Studio 189","Rated : Good"
"1593950349-4646","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","P. J. Salvage","Rated : Good"
"1593950136-2333","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Warner's","Rated : Not good enough"
"1593950380-4890","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Salt Gypsy","Rated : Good"
"1593950349-4764","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Bonds","Rated : It's a start"
"1593950182-2661","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Good Guys","Rated : Good"
"1593950380-5054","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Indego Africa","Rated : Good"
"1593950113-2117","https://directory.goodonyou.eco/","Maternity44","https://directory.goodonyou.eco/categories/maternity","Cotton On","Rated : It's a start"
"1593950349-4752","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Stradivarius","Rated : It's a start"
"1593950182-2751","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Volcom","Rated : It's a start"
"1593950226-3146","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Eternal Creation","Rated : Good"
"1593950226-3250","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Banana Republic","Rated : It's a start"
"1593950398-5277","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Summersalt","Rated : Not good enough"
"1593950023-849","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Katrien Smets","Rated : Great"
"1593950136-2190","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Beyond Bare by Barely There","Rated : It's a start"
"1593950226-3198","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","La Seine & Moi","Rated : It's a start"
"1593950318-4131","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Fashion Integrity By Galeries Lafayette","Rated : Good"
"1593950054-1361","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","American Apparel","Rated : It's a start"
"1593950182-2861","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Ahnu","Rated : Not Good Enough"
"1593950054-1491","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Fossil","Rated : Not good enough"
