web-scraper-order,web-scraper-start-url,category_link,category_link-href,company,rating
"1593950084-1731","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Spalding","Rated : It's a start"
"1593950195-2927","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Citizen's Mark","Rated : Good"
"1593950287-3968","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Matteau","Rated : It's a start"
"1593950256-3577","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Allora Capes","Rated : It's a start"
"1593950084-1626","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Massimo Dutti","Rated : It's a start"
"1593950084-1897","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Rosa Mosa","Rated : Not good enough"
"1593950287-3767","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","WE-AR","Rated : Good"
"1593950195-2943","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Sun & Shadow","Rated : It's a start"
"1593950102-2057","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Bras N Things","Rated : We avoid"
"1593950287-3744","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","milo+nicki","Rated : Great"
"1593950054-1481","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Jay Jays","Rated : Not Good Enough"
"1593950349-4697","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Vans","Rated : It's a start"
"1593950380-4935","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Patrick McDowell","Rated : Good"
"1593950084-1742","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Ellesse","null"
"1593950226-3028","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Girlfriend Collective","Rated : Great"
"1593950226-3199","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","The North Face","Rated : It's a start"
"1593950136-2187","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Sian Swimwear","Rated : It's a start"
"1593950349-4460","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","SUCO","Rated : Great"
"1593950084-1851","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Jay Jays","Rated : Not Good Enough"
"1593950182-2836","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Rio","Rated : Not Good Enough"
"1593950226-3235","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Burberry","Rated : It's a start"
"1593950256-3483","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Elk","Rated : Good"
"1593950195-2988","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Giorgio Armani","Rated : Not good enough"
"1593950023-1155","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Cotton On","Rated : It's a start"
"1593950380-5036","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Nudie Jeans","Rated : Good"
"1593950226-3167","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","132 5. Issey Miyake","Rated : It's a start"
"1593950349-4491","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Aware...the social design project","Rated : Great"
"1593950102-1998","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Carine Gilson","Rated : Not good enough"
"1593950380-5012","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Beulah","Rated : Good"
"1593950102-1968","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Dharma Bums","Rated : It's a start"
"1593950084-1827","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Vivienne Westwood","Rated : Not good enough"
"1593950023-940","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","G Viteri","null"
"1593950256-3486","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Meemoza","Rated : Good"
"1593950023-867","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Organic Basics","Rated : Great"
"1593950152-2482","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Rubi","Rated : It's a start"
"1593950054-1505","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Ruby","Rated : Not good enough"
"1593950318-4352","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Mint Velvet","Rated : Not good enough"
"1593950084-1786","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Linea","Rated : Not good enough"
"1593950226-3036","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Boyish","Rated : Good"
"1593950054-1281","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Asos","Rated : It's a start"
"1593950318-4204","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Treasure&Bond","Rated : Not Good Enough"
"1593950136-2142","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","la fille d'O","Rated : Good"
"1593950318-4434","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Le Lis Blanc","Rated : We avoid"
"1593950287-4072","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Mango","Rated : Not good enough"
"1593950084-1907","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Pierre Hardy","Rated : Not good enough"
"1593950226-3041","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","DEADWOOD","Rated : Good"
"1593950380-5006","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Beaumont Organic","Rated : Good"
"1593950318-4257","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Loewe","Rated : Not good enough"
"1593950023-1099","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Huaywasi","Rated : It's a start"
"1593950152-2437","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Noctu","Rated : Great"
"1593950256-3590","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Kate Sylvester","Rated : It's a start"
"1593950023-1103","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Takara","Rated : It's a start"
"1593950287-3979","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Samantha Pleet","Rated : It's a start"
"1593950349-4596","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Reebok","Rated : Good"
"1593950226-3311","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Edward Crutchley","Rated : Not good enough"
"1593950287-3933","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Tree of Life","Rated : It's a start"
"1593950182-2669","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Wama","Rated : Good"
"1593950256-3441","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Honest Basics","Rated : Good"
"1593950287-4064","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","American Rag","null"
"1593950023-856","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Brothers We Stand","Rated : Great"
"1593950136-2226","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Chromat","Rated : It's a start"
"1593950349-4468","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","The R Collective","Rated : Great"
"1593950136-2137","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Passion Lilie","Rated : Great"
"1593950256-3560","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Volcom","Rated : It's a start"
"1593950102-2026","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Sézane","Rated : Not good enough"
"1593950136-2358","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Paper London","Rated : Not good enough"
"1593950256-3476","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Kathmandu","Rated : Good"
"1593950349-4707","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Alkhemist","Rated : It's a start"
"1593950102-2073","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Castro","Rated : We avoid"
"1593950136-2210","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Tucker + Tate","Rated : It's a start"
"1593950136-2380","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Motel","Rated : We Avoid"
"1593950287-3935","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Nike","Rated : It's a start"
"1593950182-2876","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Calvin Klein","Rated : Not good enough"
"1593950256-3592","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","IVY & OAK","Rated : It's a start"
"1593950084-1664","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Nothing New","Rated : It's a start"
"1593950349-4480","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Pico","Rated : Great"
"1593950380-5132","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","NAGNATA","Rated : It's a start"
"1593950318-4144","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","VAUDE","Rated : Good"
"1593950226-3279","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","American Apparel","Rated : It's a start"
"1593950256-3599","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Topshop","Rated : It's a start"
"1593950398-5241","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Cotton On Body","Rated : It's a start"
"1593950398-5216","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Smartwool","Rated : It's a start"
"1593950084-1801","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Summersalt","Rated : Not good enough"
"1593950136-2313","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Autograph","Rated : Not good enough"
"1593950318-4258","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Lands' End","Rated : Not Good Enough"
"1593950256-3654","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Marine Layer","Rated : It's a start"
"1593950380-5046","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","NICO","Rated : Good"
"1593950256-3521","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Asos","Rated : It's a start"
"1593950102-1956","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","L'eggs","Rated : It's a start"
"1593950152-2489","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Halogen","Rated : Not Good Enough"
"1593950084-1669","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Nautica","Rated : It's a start"
"1593950182-2685","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Lucy & Yak","Rated : Good"
"1593950318-4113","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Honest Basics","Rated : Good"
"1593950195-2931","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Country Road","Rated : Good"
"1593950182-2568","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Little River Sock Mill","Rated : Great"
"1593950256-3420","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Patagonia","Rated : Good"
"1593950256-3598","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Athleta","Rated : It's a start"
"1593950136-2146","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Salt Gypsy","Rated : Good"
"1593950195-2921","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Bozena Jankowska","Rated : Good"
"1593950182-2581","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Pico","Rated : Great"
"1593950054-1546","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","PacSun","Rated : Not Good Enough"
"1593950318-4404","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Fcuk","Rated : Not good enough"
"1593950113-2111","https://directory.goodonyou.eco/","Maternity44","https://directory.goodonyou.eco/categories/maternity","7 For All Mankind","Rated : It's a start"
"1593950287-3951","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Stradivarius","Rated : It's a start"
"1593950349-4736","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","GAP","Rated : It's a start"
"1593950380-4925","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Picture","Rated : Good"
"1593950152-2550","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Beginning Boutique","Rated : We avoid"
"1593950287-3922","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","BITE","Rated : It's a start"
"1593950182-2659","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Reebok","Rated : Good"
"1593950054-1528","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","MANU Atelier","Rated : Not good enough"
"1593950054-1423","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Philippe Model","Rated : Not good enough"
"1593950349-4734","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Onitsuka Tiger","Rated : It's a start"
"1593950256-3688","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Gestuz","Rated : Not good enough"
"1593950054-1529","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","White House Black Market","Rated : Not Good Enough"
"1593950054-1336","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","MY BEACHY SIDE","Rated : It's a start"
"1593950318-4146","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Dearborn Denim","Rated : Good"
"1593950084-1588","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","C&A","Rated : Good"
"1593950084-1574","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Naja","Rated : Good"
"1593950182-2609","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Patagonia","Rated : Good"
"1593950287-4061","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Wolf & Rita","Rated : Not good enough"
"1593950349-4614","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Jungmaven","Rated : Good"
"1593950023-864","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","TAMGA Designs","Rated : Great"
"1593950023-894","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","THE M|N|ML","Rated : Good"
"1593950195-2961","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Linea","Rated : Not good enough"
"1593950380-5138","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Timberland","Rated : It's a start"
"1593950023-1112","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Topshop","Rated : It's a start"
"1593950182-2582","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Citizen Wolf","Rated : Great"
"1593950349-4753","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Ginger & Smart","Rated : It's a start"
"1593950182-2645","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Vitamin A","Rated : Good"
"1593950287-3921","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","PRIMARK","Rated : It's a start"
"1593950084-1609","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Country Road","Rated : Good"
"1593950084-1810","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Sarah Flint","Rated : Not good enough"
"1593950349-4795","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Splendid","Rated : Not Good Enough"
"1593950318-4107","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Outerknown","Rated : Good"
"1593950226-3163","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","H&M","Rated : It's a start"
"1593950054-1372","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Supré","Rated : It's a start"
"1593950023-889","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Kings of Indigo","Rated : Good"
"1593950398-5284","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Outdoor Voices","Rated : Not good enough"
"1593950349-4526","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","A-dam","Rated : Good"
"1593950182-2576","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Arkins","Rated : Great"
"1593950136-2359","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Diane von Furstenberg","Rated : Not good enough"
"1593950318-4184","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Lindex","Rated : It's a start"
"1593950054-1479","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Mark Cross","Rated : Not good enough"
"1593950318-4322","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Galeries Lafayette","Rated : Not good enough"
"1593950182-2579","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Thunderpants NZ","Rated : Great"
"1593950226-3359","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Piper","Rated : Not Good Enough"
"1593950380-5129","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","The North Face","Rated : It's a start"
"1593950256-3708","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Emilio Pucci","Rated : Not good enough"
"1593950256-3617","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Asics","Rated : Not Good Enough"
"1593950152-2551","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Meshki","Rated : We avoid"
"1593950084-1560","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Miakoda","Rated : Great"
"1593950256-3527","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Christina Krämer","Rated : It's a start"
"1593950084-1680","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","À La Garçonne","Rated : It's a start"
"1593950136-2257","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","KORAL","Rated : Not good enough"
"1593950054-1332","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Senreve","Rated : It's a start"
"1593950054-1353","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","an an londree","Rated : It's a start"
"1593950226-3075","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Sundried","Rated : Good"
"1593950023-1106","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Balenciaga","Rated : It's a start"
"1593950287-3742","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Little Yellow Bird","Rated : Great"
"1593950318-4151","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Monki","Rated : It's a start"
"1593950136-2132","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","allSisters","Rated : Great"
"1593950023-960","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Alighieri","Rated : Good"
"1593950023-843","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","People Tree","Rated : Great"
"1593950349-4605","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","By Walid","Rated : Good"
"1593950226-3072","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Indigenous","Rated : Good"
"1593950349-4523","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Birdsong","Rated : Good"
"1593950182-2735","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","United By Blue","Rated : It's a start"
"1593950318-4089","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","bleed","Rated : Great"
"1593950380-4850","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Thunderpants NZ","Rated : Great"
"1593950182-2882","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Johston of Elgin","Rated : Not good enough"
"1593950182-2866","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","TINYCOTTONS","Rated : Not good enough"
"1593950398-5192","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Howies","Rated : Good"
"1593950226-3363","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Misha Nonoo","Rated : Not good enough"
"1593950380-4842","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","STORY mfg.","Rated : Great"
"1593950054-1225","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Hamilton Perkins Collection","Rated : Good"
"1593950380-4836","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Armedangels","Rated : Great"
"1593950226-3309","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Gymshark","Rated : Not good enough"
"1593950349-4745","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Norrona","Rated : It's a start"
"1593950287-4014","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","KITX","Rated : It's a start"
"1593950084-1667","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Tucker + Tate","Rated : It's a start"
"1593950398-5322","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Perfect Moment","Rated : Not good enough"
"1593950084-1902","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","ECCO","Rated : Not good enough"
"1593950113-2097","https://directory.goodonyou.eco/","Maternity44","https://directory.goodonyou.eco/categories/maternity","Amour Vert","Rated : Good"
"1593950256-3679","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Jeanswest","Rated : Not good enough"
"1593950318-4265","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Mott & Bow","null"
"1593950318-4214","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Supré","Rated : It's a start"
"1593950054-1477","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Hand Picked","Rated : Not good enough"
"1593950054-1386","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Uniqlo","Rated : It's a start"
"1593950380-4971","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","C&A","Rated : Good"
"1593950380-4956","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Arnsdorf","Rated : Good"
"1593950023-1122","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Alexander McQueen","Rated : It's a start"
"1593950380-4954","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Komodo","Rated : Good"
"1593950182-2767","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","VEERAH","Rated : It's a start"
"1593950318-4305","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Reserved","Rated : Not good enough"
"1593950054-1237","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Panaashe Organics","Rated : Good"
"1593950023-958","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Wully Outerwear","Rated : Good"
"1593950256-3523","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Hackwith Design House","Rated : It's a start"
"1593950054-1437","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Liewood","Rated : Not good enough"
"1593950226-3308","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Noize","Rated : It's a start"
"1593950152-2441","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","WE-AR","Rated : Good"
"1593950226-3364","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Lululemon","Rated : Not good enough"
"1593950136-2369","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Afends","Rated : It's a start"
"1593950380-4839","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","The R Collective","Rated : Great"
