Theolife,65
Koffie F. Rombouts NV,45
Pigeon Corporation,43
Greggs plc,27
Cerberus Capital Management,47
Tofutti Brands Inc,30
Trophy International Animal Products (Oxford) Ltd,65
Hillshire Brands (formerly Sara Lee Corporation),36
Formlend Ltd,65
L Perlman SECS,39
Computech Limited,65
Karndean International Limited,65
Viessmann Werke GmbH & Co KG,33
Equinor ASA,27
Global Tea & Commodities Ltd,65
Banco de Sabadell S.A.,10
Chevron Corporation,44
The Hut Group,65
Good Energy Group Plc,56
William Jackson Food Group (WJFG),36
Starbrands (Holdings) Ltd,65
Ovo Energy,24
"C. I. Union de Bananeros de Uraba, S. A. (Uniban)",65
Lego Group,57
Draper Fisher Jurvetson ePlanet Ventures L.P,65
RusAl (Russian Aluminium),65
Primavera Aromatherapy Limited,65
Booja Booja Co Ltd,71
Belvoir Farming Company Limited (previously Belvoir Fruit Farms Ltd),54
SHS Group Ltd,33
Pets Choice Ltd,65
Wish 4 Fair Trade,65
Mark Anthony Brands,65
ENGIE,43
Pirelli SpA,62
De'Longhi Industrial SA,41
Cantor Fitzgerald,65
"Crocs, Inc",30
Klippan AB,65
MGA Entertainment,46
AXA Group,39
Close Parent Ltd,65
Oak Hill Capital Partners,39
Green Stationery Company,62
Mere Holdings,65
"Banco Santander, S.A.",6
Raisio Oyj,27
West Coast Capital,65
Books On Board,65
Amnesty International UK Section Charitable Trust,59
Close Brothers Group plc,65
Constellation Brands Inc.,50
Arriva plc,18
ETA Trust,65
Jenoptik AG,65
"Nord Anglia Education, Inc",56
Ludwig Weinrich GmbH & Co. KG,47
Hyden House Ltd,65
Landmark Group Inc,41
Abercrombie & Fitch Co,6
Shanks Group plc,65
Salus-Haus Dr.med Otto Greither Nachf. GmbH & Co.KG,54
Booker Group Plc,0
Vandemoortele International NV,65
Salton Inc,65
Apax Partners & Co,65
A. Vogel AG,50
Organico Realfoods Limited,62
Island Bakery Organics Ltd,71
Grant Thornton International,65
The Real Seed Collection Ltd,65
TCP International Holdings LTD,33
Micron Technology Inc,62
Hitachi Ltd,15
Ornua Co-operative Limited,33
Mustek,65
Enel SPA,50
Puglisi  Pasta,65
SCEA Brard Blanchard,65
Aquaid (UK) Ltd,65
Umax Data Systems,65
Thai Beverage Public Company Ltd,65
Geobel Ltd,65
Old Mutual plc,0
FZ Organic Food,65
Legend Holdings Ltd,41
J Sainsbury plc,0
Barratt Developments plc,62
TVonics Ltd,65
Martin McColl Retail Group Ltd,65
Falcon Crane Hire Ltd,65
Fritz Egger GmBH & Co,65
L Brands Inc,10
eBay Inc,33
Interaction Connect,65
Zaytoun,68
Marlec Engineering Co Ltd,65
Dubai Holding,65
Speymalt Whisky Distributors Ltd,65
Deutsche Lufthansa AG,65
FSP Group,65
Hasbro Inc,59
Sixty SpA,65
Vivobarefoot Ltd,39
Red Sands Insurance Group,10
WA Baxter & Sons Ltd,65
Borders Group Inc,65
Rosedale Aviation Holdings Ltd,65
Santa Cruz Natural Incorporated,65
Golden Bear Holdings,65
Meantime Brewing Co,65
Pero (Foods Ltd),54
CapVest Ltd,45
Halfords Group Plc,21
Mars Inc,0
"Angelo, Gordon & Co.",33
Artal Group SA,65
Svenska Handelsbanken AB,15
Deckers Outdoor Corporation,24
Draper Tool Group,65
The Foschini Group Limited,30
AG Barr plc,50
Washington Mutual Inc,65
Nairn's Oatcakes Ltd,47
ROGON Sportmanagement,65
Living Crafts GmbH & Co. KG,59
A & NN Capital Management Fund Ltd,65
Astonish Holdings Ltd,59
Wellington Management Group,65
Itti Bitti Nappy Co Pty,65
Howies Ltd,47
Bookeen,36
Blackburn Rovers Football Club,65
Efergy Ltd,65
Aon Corporation,65
Brian Wogan Ltd,65
Tyrrells Potato Chips Ltd,65
SEEBECK 115 LIMITED,65
Liz Claiborne,59
Smiths Group plc,59
Haier Group,29
Thornton & Ross Ltd,27
Mazda Motor Corporation,30
Safran Group,65
Technicolor S.A.,65
Gas Natural Group,65
Vegetarian Shoes Limited,56
Qatar Foundation,59
Melitta Group,43
General Food Merchants Ltd,56
Domino's Pizza Inc,24
Invesco Ltd,1
Smith & Nephew plc,62
Casio Group,39
Rentokil Initial plc,59
Omnicom Group,41
First American Corporation,65
Green ISP,71
Cotton Traders Holdings Ltd,65
MovieMail,65
Bewley's Limited,33
Green Ventures ApS,65
Interplay UK Ltd,65
Ernst & Young,36
Malagasy,65
Omicron Trading Ltd,65
THUS Group Plc,30
Wm Morrison Supermarkets plc,0
Ultimate HC Limited,10
Robert Bosch Stiftung GMBH,30
Gordon Brothers Group LLC,65
Outsider,62
SoundCloud Limited,54
Wittering Ltd,65
Pure Nuff Stuff Ltd,62
Forest Laboratories Inc (USA),65
Mr. Fothergill's Seeds Limited,65
Cosatto Sales Ltd,65
TEAC Corp,65
Zurich Insurance Group AG,12
Siemens AG,10
Carbon Offsets Ltd,65
Divine Chocolate Ltd,50
Davenport Vineyards,71
Nature Babies,65
SSP Group Holdings Ltd,21
A Lot Of Ltd,65
Myriad Natural Toys & Crafts,65
Riverford Organic Farmers Limited,59
Insider Trading,59
Stoke City Football Club Ltd,65
Amerigon Incorporated,65
Freeset Ltd,65
Kennel Nutrition Ltd,65
Pukka Herbs,27
HTC Corporation,21
Farlin Infant Products Corp,65
BG Group plc,59
Ugo Foods Group Ltd,65
Newell Brands Inc,24
Gibson Guitar Corp,65
Plexus,59
St Peters Brewery Co plc,65
Datong Coal Mine Group Co,65
DRB-Hicom,27
London Mining Plc,65
D&M Holdings Inc,65
Americana Holdings Ltd,65
Piper Private Equity Ltd,65
LFH International Limited,33
Andros Group (Andros et cie),39
Paramo Ltd,56
C.A. Bio,65
Gordon Products Ltd,56
Sanofi,57
Shared Earth Ltd,62
Nintendo Co Ltd,47
Société BIC SA,56
Russell & Bromley,42
Shared Interest Society Ltd,71
DrayTek Corp,65
Swizzels Matlow Limited,65
Doosan Infracore Co Ltd,65
Tullow Oil plc,65
W Jordan & Son (Silo) Ltd,65
Diomed Developments,41
Procter & Gamble Company,4
Meadowsweet UK Ltd,65
Lion Capital LLP,56
Scrumptious Sweets,65
Kavli Trust,56
BP plc,15
Principality Building Society,62
Office Depot,50
Sea Containers Ltd,65
A. Nelson & Co. Ltd,65
Refresh Group Ltd,65
Henderson Group plc,12
Verdo Holding- und Verwaltungs AG,65
Bummis Inc,65
Bell Sports Corp,65
Vitabiotics Ltd,62
Acer Inc.,30
O'Hanlons Brewing Co,65
Ixxus,65
Broderna Löfberg AB,65
Current Cost Ltd,65
Bank of America Corp,50
Highlander (Scotland) Ltd,65
Andromède Investissements,65
Loewe AG,65
Hyundai Mobis Co Ltd,36
Bunzl plc,62
Havell's India Ltd,65
Lumin8 Limited,65
Infosys Limited,62
Rackspace Hosting Inc,62
NatureDiet Pet Foods,65
Firstgroup plc,33
Focus 100 Ltd,65
JP Juices Limited,65
Green Shoes of Totnes Ltd,47
Kyocera Kabushiki Kaisha Corporation,33
Imagination Technologies Group plc,54
Amazon.com Inc,0
Thomas Lorünser,65
UBS AG,4
Smiffys,65
Galeries Lafayette,25
Daimler AG,12
PAI Partners,30
Bettys & Taylors Group Ltd,39
Babykind Ltd,65
UB Group,65
Seton House Acquisition Ltd,65
Real Good Food Company,65
Art Meets Matter,65
Provident Financial plc,62
Malibu Health Products Limited,33
Inika,65
SIMPSONS SEEDS LTD,65
Sapphire Systems Limited,54
Telecom Italia S.p.A.,59
Sealed Air Corporation,65
Next Plc,15
Canada Post Corporation,65
Sports Brand International,65
LG Corp,27
Kao Group,30
Treasury Wine Estates,50
Connect Plus,39
FAIR+true,65
Gossypium Ltd,71
Pin International Co Ltd,65
The Character Group plc,65
National Australia Bank Ltd (NAB),21
Rathbone Brothers plc,18
James White Drinks,56
Toshiba Corp,6
Clarins,40
Gebana AG,65
Koninklijke Grolsch N.V.,45
De La Rue plc,65
Tandem Group Cycles Ltd,33
Huit Holdings Ltd,65
FW Baker Ltd,45
Simba Dickie Group,65
Direct Line Insurance Group plc,10
Cruz y Cruz S.A. de C.V,54
Ruddick Corporation,65
BDO International Ltd,47
Armstrong Holdings Inc,65
Just Wholefoods Ltd,65
MEGA Brands Inc.,65
T.M.R. Investments Ltd,65
Bayer AG,12
Watford Electronics Ltd,65
Tesco plc,0
MPE SpA,65
Adams Childrenswear Ltd,65
Adbusters Media Foundation,71
BAE Systems plc,50
Pernod-Ricard SA,41
N Brown Group plc,24
Carlyle Group,32
Green Eyed Monster Clothing Ltd,65
PaperlinX Ltd,65
David Murdock,39
Rubicon Products Ltd,65
Clearspring Ltd,68
Gazal Corporation Limited,62
Arquest Inc,65
Alcatel-Lucent Inc,65
Laura's Organics Ltd,65
Fonds Partenaires Gestion,65
Tropical Forest Products,65
C&J Clark Ltd,24
Petroleos de Venezuela SA (PDVSA),65
Dr A. Stoffel Holding AG,65
Buontempo Enterprises Ltd,65
Plastaket Manufacturing Co,65
Sun Microsystems Inc,65
Deloitte Touche Tohmatsu Ltd,59
Brothers We Stand,86
Body Shop International Limited,27
THE RAW CHOCOLATE CO LTD,71
Amira Nature Foods,27
Boylesports Holdings Ltd,65
Masraf Al Rayan (MAR) Q.S.C.,56
Hays Plc,65
[OLD] Pants to Poverty Ltd,65
Finlav SpA,56
So Good International Ltd,65
C + F Confectionery and Foods Holding,65
Burts Potato Chips Ltd,65
Bright Food (Group) Co Ltd,39
Oxford Products Ltd,65
Tata Sons,12
Taifun-Tofu Gmbh,62
Tiscali SpA,65
Bruichladdich Distillery Company Ltd,65
Chancerealm Group,65
BT Group Plc,27
Martlet Natural Food & Drink,65
FREITAG lab. ag,65
Bienestar International,65
Firefly Solar Ltd,65
Heineken Holding N.V.,56
Camelot Group Plc,0
Redbush Tea Co,47
Somerset Postal Flowers,65
Lillemor Design AB,65
Grahams the Family Dairy Group LTD,50
PricewaterhouseCoopers International Limited (PwC),33
Vivid Imaginations Ltd,65
Yorkshire Crisp Co,65
Brockton Capital LLP,54
Scoraig Wind,65
Scottish & Newcastle plc,33
Individual Restaurant Company plc,65
Suttons Seeds (Holdings) Limited,62
Maxdata Computer GmbH & Co,65
BNFL (British Nuclear Fuels plc),65
Athenaeum Limited,65
Revolver World,65
Whitbread plc,24
West Ham United FC,65
Innerworkings,65
O'Briens Irish Sandwich Bars Ltd,65
Barclays Plc,16
Laverana GmbH & Co KG,45
Plan Creations Co Ltd,65
Maini Group,65
Nutriops SL,59
Giovanni Agnelli & C,54
Ragman's Lane Farm,65
Johnson & Johnson,22
Real Nice Organic,71
Twitter Inc,45
Fiskars AB OY,65
LiteBulb Group Ltd,36
Unibel,65
Bandai Namco Holdings Inc,65
Liberty International,65
Lyreco,65
Product Creation Ltd,65
HRG Group Inc.,59
Two Tomorrows Group Ltd,65
BMI,65
Dragonfly Foods,71
The Walt Disney Company,18
Amshold Securities Plc,65
TPG,62
Cheung Kong (Holdings) Ltd,65
Budweiser Budvar National Corp,65
Church & Dwight Co Inc,24
Kuyichi BV,65
Bacardi & Company Limited,59
D J Squire & Co. Ltd,18
JH Moore & Son (Rickmansworth) Ltd,65
Hammerson PLC,62
Yorkshire Hemp Limited,65
Guat Shoes,65
William Sinclair & Sons (Stationers) Ltd,65
Mondelez International,0
Sanpower Group,65
Spring Meadow Holdings Ltd,65
Lush Cosmetics Ltd,54
Bryncir Products Ltd,65
Warburtons 1876 Limited,45
Nestlé SA,0
Netflix,34
Wellspring Advisors LLC,65
ZOOLOGICAL SOCIETY OF LONDON,56
Draper's Organic Cotton,65
Baycliffe Limited,50
KCOM Group PLC,65
GUS plc,65
Allchurches Trust Ltd,24
Independent Service Engineering Limited,65
The Coconut Collaborative,56
[MERGED] Dunfermline Building Society,59
Gold Peak Industries (Holdings) Ltd,33
Homecare Group Holdings,65
Jeyes Group Plc,30
VAUDE Sport GmbH & Co. KG,59
Best Western International Inc,65
Bodywise (UK) Ltd,65
Iskra Wind Turbine Manufacturers Ltd,65
Wala-Stiftung,59
Ebooks.com pty limited,65
Soma Organic,65
21st Century Fox Inc,21
Schroders plc,10
La Poste,65
SAUR,65
Bambino Mio Ltd,54
FTF Sweets,65
McBride plc,27
Mitsubishi Materials Corporation,65
Living Nature Natural Products Ltd,65
BMO Financial Group,6
VEGO Good Food UG,65
Severn Trent plc,59
Silampos SA,65
TofuTown.com GmbH,62
THE FAYREFIELD GROUP LTD,47
"Urban Outfitters, Inc",65
LAN Airlines S.A.,65
SPAR Food Distributors Ltd,21
SCHUCO International KG,65
Big Bear Group Ltd,27
SA Brain & Co Ltd,50
TOMS Shoes LLC,36
Aria Assistance Group Ltd,65
Give A Car,65
Southern Petrochemical Industries Corporation,65
Unilever PLC,12
Lite-On Technology Corporation,65
Lotus Pads,65
Raleigh Cycle Ltd (JES),36
Fiat Chrysler Automobiles N.V. (FCA),21
Bellway Plc,56
RSA Insurance,6
Pukka Pads 2000 Ltd,65
OKOBAY VENTURES LTD,50
People Tree Fair Trade Group Ltd,54
Tonic T-Shirts Ltd,65
Anheuser-Busch InBev SA/NV,36
Shanghai Automotive Industry Corporation,36
Leathams Plc,65
Kohlberg & Co LLC,65
Novartis AG,30
Winfresh Group,65
Financial Systems & Consultancy,65
Fellowes,65
Dakine,65
Traidcraft Foundation,59
Desford Holdings,62
Greene King plc,18
TDK Corp,65
Golden Casket Company,65
Linwood Fabrics Ltd,65
Johnson Matthey plc,59
Plum Baby Ltd,65
BNP Paribas,67
Artesian Property Partnership,59
Gear Shift Cycles,65
3V Natural Foods Group,41
Sequana Capital,65
SAAT (Foundation for the Administration of Triodos Bank Shares),65
Janome Sewing Machine Co Ltd,65
Caisse de Depot et Placement du Quebec,50
Schwarz Beteiligungs-KG (Schwarz Group),12
OrganiPets Limited,65
Green Tulip,45
Sappi Ltd,65
J. Wild (Confectioners) Ltd,65
KPMG International,62
Tamar Organics,65
Dahon,36
Barker and Bland,54
Deutsche Telekom AG,62
Gap Inc (The),12
Pfizer Inc,15
[OLD] Phone Co-op,15
Hill Station plc,65
Pastificio Rana Spa,65
Crystal Spring,59
Blacks Outdoor Retail Ltd,18
"Yellow Group, The",65
GO OUTDOORS TOPCO LIMITED,45
Bottle Green Drinks,65
Recreational  Equipment Inc,65
International Bon Ton Toys B V,65
WS Badger Co Inc,62
Fujitsu Ltd,10
Kingfisher plc,6
Okiocredit,65
Viewtown Nurseries,65
Trevor Baylis Brands plc,65
National Farmers Union Mutual Insurance Society Limited,24
Pictet Group,18
William Grant & Sons Holdings Ltd,65
Fyffes plc,0
Granville Holdings Ltd,65
McDonald's Corporation,25
Vitagermine SAS,65
The Restaurant Group plc,27
Groupe SEB,33
Total Produce plc,33
The Rainbow Chain,65
Fenton Pharmaceuticals Ltd,65
Sun Capital Partners Inc,10
KfW Bankengruppe,65
Utilita,65
PLANET COCONUT LTD,65
Victorinox AG,65
Madécasse LLC,71
National Grid plc,62
Genee World Ltd,65
"Bonduelle S.A,",65
Hambleden Herbs,71
Halewood International Ltd,65
Chiquita Brands International Sarl,4
Mamas & Papas Ltd,65
Sennheiser Electronic GmbH & Co. KG,65
Thermomax Ltd,65
Channel Four Television Corporation,65
Agfa-Gevaert NV,65
London 58 Limited,24
Guido M. Barilla E F. Lli Societa',62
Omega Pharma,33
Sunnflair Holdings Ltd,65
African Petroleum Corporation Ltd,47
Philex Plc,65
Suzuki Motor Corp,33
General Mills Inc,6
AstraZeneca Plc,54
Gaz de France,65
Bentley Organic Limited,56
Ministry of Tea,65
Samworth Brothers (Holdings) Ltd,65
Beechdean Dairies Ltd,30
Wikr Inc,54
VSM Group AB,65
Vina Concha y Toro SA,56
Skye Leisure Ventures,65
Pure the Clean Planet Trust,65
Fair Deal Trading Gmbh,71
PepsiCo Inc,0
State Oil Company of Azerbaijan (SOCAR),65
Munich Re (Munchener Ruckversicherungs-Gesellschaft Aktiongesellschaft),0
Green Mobile Ltd,65
Richer Sounds,54
LANDLIFE,62
DS Smith plc,65
Venture Foods (UK) Ltd,71
Sonett GmbH,54
Marconi Corporation Plc,65
Oxfam,56
TotsBots Ltd,68
The Moulton Bicycle Company Limited,47
Walmart Inc.,0
Grupo Modelo,32
TopQualiTea,65
Veetee Investments Corporation,59
Bahlsen GmbH & Co. KG,50
Mobile Interactive Group,65
Willis Group Holdings Plc,65
Cairn Energy Plc,65
Sharp Corporation,21
BIOFA Naturprodukte W. Hahn GmbH,65
D-Link,65
Dean Foods Co,54
Wells Fargo & Company,50
Co-operative Group Ltd,18
Jarvis plc,65
"United Parcel Service, Inc",56
Co-operative Bank Holdings Limited,24
Federal Express Corporation (FedEx),59
The Sutton Trust,65
Gruppo Ferroli SPA,65
Bolling Coffee Ltd,65
Ariston Thermo Group,65
Nemofeffer SA,65
Bridisco Group,65
Humax Digital,65
Pearson plc,54
Veolia Environnement,68
Bristol-Myers Squibb Co,59
Vintage Roots,65
Baby Dan A/S,65
Lenbrook Group,65
Tokyo Electric Power Co Inc,65
La Terra e il Cielo,65
Groupe CGI Inc,65
Hershey Company (The),12
Pacifica Beauty LLC,41
Chiltern Seeds Limited,65
Arsenal Holdings plc,65
Panasonic Corporation,10
Geobra Brandstatter Group,65
W ROBINSON & SON (SEEDS & PLANTS) LTD,65
Gruppo Illy spa,39
Notcutts Group Ltd,27
Levi Strauss & Co,41
Carrefour,56
The Organic Family Ltd,71
Roland Seguin,65
Mitsubishi Chemical Corporation,33
ITV plc,41
Ryanair Holdings PLC,62
Green Power Ten Co.Ltd,65
Hilton Hotels Corp,62
GlaxoSmithKline,20
Thomas Cook Group Ltd,59
Cubit Group Ltd,65
Steenbergs,65
Foodco Group Pty Limited,24
Pure Origin Ltd,65
Madison Dearborn Partners,59
Singularity Education Group,50
Calzaturificio Zamberlan SRL,50
United Utilities plc,62
Ami SRL,59
Coventry Building Society,62
Genesco Inc,21
"Micro-Star International Co., Ltd.",30
Guess? Inc,1
ConocoPhillips,54
Good Food A/S,65
Hanover Acceptances Ltd,65
Skipton Building Society,66
Sage Group plc (The),62
M-real,62
Galloway Timber,65
Rickenbacker International Corporation,65
3M Company,56
OPEF BV,65
Bradford & Bingley,65
Perskey Holdings Ltd,59
Booost Trading Ltd,65
Promotional Candy Company,65
Wynnster Outdoor Leisure,65
Saracen Bikes Ltd,65
Pavers Holdings Ltd,45
Green Paints,65
MasterCard Foundation,65
Allenby family,65
UK Whitegoods,65
Sofidel SPA,54
Bialetti Holding SRL,54
Molson Coors Brewing Company,36
AAC Capital Partners Holding BV,59
Liverpool Victoria Friendly Society Ltd,24
WE International BV,65
Huggababy,65
ASUSTeK Computer Inc,36
Town & Country Pet Foods Ltd,27
Skadden Arps Slate Meagher & Flom,30
Dell Technologies,29
Lyme Regis Fine Foods Ltd,65
Balmain Invest & Trade Inc,36
Iiyama Benelux B V,65
Langdon Group,65
London & Scottish International Ltd,65
Intel Corporation,64
FUJIFILM Holdings Corporation,10
Capita Group plc,65
The Kraft Heinz Company,0
Carpetright plc,65
INSPIRED PET NUTRITION LIMITED (was Wagg Foods Ltd),33
Letterbox DVD,65
Bernina-Holding AG,65
Deluxe Product Ltd,65
Viva!,59
Morris and Son (Leeds) Ltd.,65
Clifford Chance LLP,56
Fairphone B.V,59
Showpo,43
A Clouet,74
Wesfarmers,59
Heat,59
Yumi's Quality Foods,27
Pasta Garofalo,27
Milne AgriGroup,74
OptiPharm,74
PAS Group,74
Kimberly-Clark Australia,59
Remedy Drinks,74
Boden,38
Organico Realfoods,74
Asahi Group,59
Metsa Board,74
Mayo Group,74
TEAC,43
Aspen Australia,59
BlackBerry,67
Bostik Australia,59
H&M,52
Cereal Partners Australia,27
Nike,50
International Paper,27
Lush Australasia,59
AS Colour,90
Sistema,27
Oracle,27
Itochu,59
Ultraceuticals,90
Turosi,43
SABMiller,27
Akubra Hats,74
Faber-Castell Australia,90
Devondale Apple Juice Co,74
Brunnings,74
Arla Foods Mayer Australia,59
MJF Group,43
Pentland,59
Fiji Water Australia,43
Natio,90
Philips Australia,59
Cacharel,43
BWX,74
Nestle Purina PetCare Australia,27
Vivo,27
OPPO,27
Avery Products,59
Pierre Fabre,43
Kookai,74
Vitol Group,27
Puma Australia,59
Kmart Australia,34
Grove Fruit Juices,74
Howa Machinery,43
Google,27
Pavement United Brands,43
BECCA Cosmetics,27
Natures Organics,74
Chobani,74
Jets Swimwear,74
McWilliam's Wines,74
Wittner Shoes,43
NG Enterprises,74
Soniq,43
Stanley Black & Decker Australia,59
Maltra Foods,74
Canon Australia,43
Seventh Generation,59
Pasta Master,59
BlackRock,27
Prima,70
Frito-Lay Australia,27
Swisse,59
Sabrands,74
Lion New Zealand,59
O'Neill,45
Naty,78
Golden Egg Farms,43
Arbonne,74
COFCO,27
T2 Tea,59
Bec and Bridge,43
Tree of Life,52
Skin Health,74
Lenovo,43
Premium Beverages,74
Anchor Foods,74
Ego Pharmaceuticals,74
Brookfarm,74
Paris Presents,74
Epson,60
Natura,45
Hisense,27
Evergreen Garden Care,74
Crocs,37
Twitter Australia,27
Bacardi,43
Canterbury NZ,59
Betts,59
Ito En Australia,43
Stila Cosmetics,43
Passage Foods,74
Carlton & United Breweries,59
Inglewood Farms,74
Nintendo Australia,27
Fisher & Paykel Australia,27
George Weston Foods,27
Riviana Foods,74
NH Foods Australia,43
Paramount Farms,74
Hawken Bakehouse,74
API Consumer Brands,43
Esprit Australia,59
Brown-Forman Australia,43
Fuji Xerox Australia,59
Sukin,90
Deciem,43
Kraft Heinz Australia,27
Motel,12
Fujitsu Australia,27
Beam Suntory,27
Emperador,27
Chris' Foods,74
Heineken,33
Tupperware Brands,43
Acetum,27
Lion Dairy & Drinks,27
Haribo,43
Carla Zampatti,74
Beauty Direct,43
Clarins Australia,43
Marnier-Lapostolle,43
Key Sun,74
Yakult Australia,27
Progressive,27
Verbatim Australia,59
Brother Australia,59
Meadow Fresh NZ,27
Happy Socks,51
Garmin Australasia,27
Botanical Food Co,27
Noble Beverages,74
Wacoal,32
Marmot,27
Bausch Health,27
Monster Beverage Co,27
Pladis,27
Infantino,43
Deckers,43
Verbatim,59
Hasbro,59
Bostik,59
Jordans and Ryvita Company Australia,27
Oakley,31
Gruma,43
Reebok,67
Lululemon Athletica,59
Garfield Weston Foundation,43
K2 Sports,27
Puma Energy Australia,27
Richgro Garden Products,74
VF Corporation,59
Seed Heritage,34
PharmaCare,43
Want Want China,27
Vale Brewing,74
Guylian,27
Prestige Cosmetics,74
Popina Foods,74
General Electric,46
Innoxa,74
Jeyes,59
Sunny Queen,43
Teva,39
Sunraysia Natural Beverage Co,74
Golden Cockerel,59
Ludwig Weinrich,74
Epson Australia,59
Monde Nissin Australia,59
Sanitarium,74
Factory X Group,74
Mars,27
Scandinavian Tobacco Group,43
Bevco,74
Sanyo,53
Panasonic Australia,59
Mitolo Group,43
Four Pillars,59
Perrigo,43
Creative Brands,74
Tasman Group,27
Fry Group Foods,74
Jasper Coffee,90
Waterwheel Industries,74
Levi's Asia Pacific,59
So Natural Foods,74
Adamantem Capital,74
BP Australia,27
JD Sports Australia,59
Yakult Honsha,27
Fantastic Snacks,74
Etiko Fair Trade,90
Ask Media Group,27
Amgrow,74
DuluxGroup,27
Healthfarm Fine Foods,74
Bissell Australia,59
Government of China,27
Motorola Mobility,43
Chanel,34
Honeywell,27
Clorox Australia,59
Whirlpool Australia,59
UPM,59
Westland Milk Products,27
Nutrimetics Australia,59
Speedo,35
Workwear Group,59
Fiskars Australia,90
Windsor Smith,74
SodaStream,27
Rakuten,74
Bluebird Foods,27
Mountain Bread,74
Valentino Fashion Group,27
Nudie,59
Zuii Organic,74
Hot Tuna Australia,43
Anthea Crawford,59
Whittakers,74
Yildiz Holding,27
Huhtamaki,59
L'Oreal Australia,27
Prada,27
Sunbeam,27
Bulla Dairy Foods,74
Coles Supermarkets,27
Norco,74
Clorox,59
Valcorp Fine Foods,74
Hoyt Food,74
LG Electronics,27
Mentholatum Australasia,43
Aldi Australia,59
Pernod Ricard Australia,59
Naspers,27
Beiersdorf,27
Ivory Coat Companion Goods,74
Pact Group,59
Accolade Wines,27
David Grays,74
OzKleen,43
Safcol Australia,74
Newell Brands,27
Barilla Australia,74
McCormick,27
ICM,43
SHS Group,43
BRIO,59
Sharp,51
Bundaberg Sugar,74
Nerada Tea,74
Hershey,27
H&H Group,43
Essity,59
Nokia Networks,27
Lenan,74
Ferndale Confectionery,74
SAP Australia,59
Skechers,27
eBay Australia,59
TIL,27
Triumph Australia,43
Duracell,27
ExxonMobil,27
Quill Stationery,74
Flavour Makers,74
Gap,49
Iconix Australia,43
Haigh's Chocolates,74
Matilda Bay,59
Australian Wholefoods,74
Triumph International,43
Silver Spoon,34
Asahi Lifestyle Beverages,59
Yili Group,27
Officeworks,59
Gage Roads,74
elf Cosmetics,59
Lactalis,27
Designworks,74
SPC Ardmona,74
Viktoria + Woods,74
Sealord,59
McPherson's,74
Organic & Raw,27
Acushnet Company,27
rrepp,90
Mitsubishi Chemical Holdings,59
Farm Pride,43
Independent Hardware Group,27
Clarks,39
Billabong,31
URC,27
Lemnos Foods,27
Collins Debden,27
CP Foods,43
Freedom Foods,74
Hotsprings,43
Coles Express,27
Mylan,27
Mondi,74
Elk,73
Nippy's,74
Basic Fun!,43
Organic Dairy Farmers of Australia,74
Danone Murray Goulburn,43
Under Armour,31
Teys Australia - A Cargill Joint Venture,27
Ere Perez,74
News Corp,43
Ricoh Australia,59
Amer Sports,43
Lowes,43
Emma & Tom's,74
Australian Vintage,74
Jurlique,59
Yahoo! Australia,27
Giordano,43
Witchery Fashions,59
BeneFit Cosmetics,27
Lorna Jane,35
Tom Ford,43
Laucke Flour Mills,74
Jabil,27
Uncle Tobys,27
Hope Dairies,43
Carman's Fine Foods,74
Menora Foods,59
General Pants,74
Encore Tissue,74
Ricoh Imaging,59
Disney Consumer Products,27
Hershel-Beck Laboratories,43
Iconix Brand Group,43
Playgro,74
Wilderness Wear,74
Eco Tan Australia,90
Fossil Australia,59
ALM,27
McCain Australia,74
Hamelin Australia,74
San Miguel,43
Huon Aqua,43
Freudenberg HP,74
Associated British Foods,27
Alpargatas,43
Musashi,43
Mayo Hardware,74
Wilmar Sugar,27
Nature's Care,43
Mayborn,27
Retail Apparel Group,27
American Eagle,31
Macpac,21
Johnson & Johnson Pacific,27
Adairs,59
Revlon Australia,27
Advil,74
Pacific West Australia,74
Volcom,51
H&M Australia,59
Leader Computers,74
Coty,27
Rafferty's Garden,59
Byron Bay Cookie Company,74
Orchard Manufacturing,74
Suntory Coffee Australia,27
Total Beauty Network,74
Yates,27
Mayborn ANZ,27
Perrigo Australia,43
Fish4Ever,85
Kate Spade,30
Bellisio,43
Acer,69
Supre,74
Le Coq Sportif Oceania,43
Retail Food Group,59
Kaoka,74
Brown-Forman,43
Kao Corporation,59
Arla,59
maxingvest,59
IBML,43
Roma Food Products,74
Ebro Foods,27
Twitter,27
Anathoth,43
MacAndrews & Forbes,27
Yuen's Market Trading Co,74
Alpen Products,74
Geox,34
Inghams,27
John Paul Mitchell Systems,74
Capri,27
Lavazza,53
Balmain,12
Estee Lauder,27
Bata Brands,27
Dr Bronner's,90
Kimberly-Clark,43
Vitality Brands,74
San Miguel Brewery,27
Unilever Australia,59
Hallmark Cards,74
Bellamy's Organic,27
True Foods,74
Alphabet,59
Ontex,74
CP Merchandising,43
Cereal Partners,27
TomTom Sales,59
New Belgium Brewing Co.,59
Common Good,90
Rusty Australia,74
Miele Australia,74
Nuttelex Food Products,74
Mountain Designs,74
Sitro Group,74
Hakubaku Australia,74
RGE,43
Bakemark,74
Simplicite,74
Gildan Brands Australia,59
Zimmermann,42
Peters Ice Cream,27
Bayer CropScience,27
Dell,52
De'Longhi Australia,59
Vogue International,27
Facebook,27
Diageo Australia,59
Sharp Australia,27
DKNY,17
Hermes,27
Google Australia,27
