,category_link-href,company,rating,sd_rating
0,https://directory.goodonyou.eco/categories/denim,Sussan,Rated : Not good enough,25
1,https://directory.goodonyou.eco/categories/dresses,Burberry,Rated : It's a start,50
2,https://directory.goodonyou.eco/categories/tops,Unrobe,Rated : Good,75
3,https://directory.goodonyou.eco/categories/bags,Sussan,Rated : Not good enough,25
4,https://directory.goodonyou.eco/categories/tops,Brother Vellies,Rated : It's a start,50
5,https://directory.goodonyou.eco/categories/basics,Lorna Jane,Rated : Not good enough,25
6,https://directory.goodonyou.eco/categories/dresses,KORAL,Rated : Not good enough,25
7,https://directory.goodonyou.eco/categories/dresses,C&A,Rated : Good,75
8,https://directory.goodonyou.eco/categories/tops,Elizabeth Suzann,Rated : Good,75
9,https://directory.goodonyou.eco/categories/tops,Tree of Life,Rated : It's a start,50
10,https://directory.goodonyou.eco/categories/accessories,Pomellato,Rated : It's a start,50
11,https://directory.goodonyou.eco/categories/accessories,Scotch & Soda,Rated : Not Good Enough,25
12,https://directory.goodonyou.eco/categories/tops,tonlé,Rated : Great,100
13,https://directory.goodonyou.eco/categories/shoes,Roger Vivier,Rated : Not good enough,25
14,https://directory.goodonyou.eco/categories/outerwear,SKFK,Rated : Great,100
15,https://directory.goodonyou.eco/categories/denim,SUSI Studio,Rated : Good,75
16,https://directory.goodonyou.eco/categories/accessories,HARA,Rated : Great,100
17,https://directory.goodonyou.eco/categories/dresses,Jungmaven,Rated : Good,75
18,https://directory.goodonyou.eco/categories/shoes,Will's Vegan Store,Rated : Good,75
19,https://directory.goodonyou.eco/categories/denim,V by Very,Rated : Not good enough,25
20,https://directory.goodonyou.eco/categories/tops,Bali,Rated : It's a start,50
21,https://directory.goodonyou.eco/categories/sleepwear,Sleeper,Rated : Not good enough,25
22,https://directory.goodonyou.eco/categories/dresses,Splendid,Rated : Not Good Enough,25
23,https://directory.goodonyou.eco/categories/accessories,Rubi,Rated : It's a start,50
24,https://directory.goodonyou.eco/categories/bottoms,Levi's,Rated : It's a start,50
25,https://directory.goodonyou.eco/categories/accessories,The Level Collective,Rated : Good,75
26,https://directory.goodonyou.eco/categories/accessories,eleven44,Rated : It's a start,50
27,https://directory.goodonyou.eco/categories/bags,Melie Bianco,Rated : Not good enough,25
28,https://directory.goodonyou.eco/categories/denim,Le Kilt,Rated : It's a start,50
29,https://directory.goodonyou.eco/categories/suits,Treasure&Bond,Rated : Not Good Enough,25
30,https://directory.goodonyou.eco/categories/plus-size,Lazy Oaf,Rated : Not good enough,25
31,https://directory.goodonyou.eco/categories/bottoms,E.L.V. Denim,Rated : Good,75
32,https://directory.goodonyou.eco/categories/accessories,Sealand,Rated : Good,75
33,https://directory.goodonyou.eco/categories/activewear,Adam Lippes,Rated : Not good enough,25
34,https://directory.goodonyou.eco/categories/shoes,Poppy Barley,Rated : It's a start,50
35,https://directory.goodonyou.eco/categories/bottoms,Katherine Hooker,Rated : It's a start,50
36,https://directory.goodonyou.eco/categories/dresses,Wrangler,Rated : It's a start,50
37,https://directory.goodonyou.eco/categories/activewear,Icebreaker,Rated : Good,75
38,https://directory.goodonyou.eco/categories/tops,Zola Amour,Rated : Good,75
39,https://directory.goodonyou.eco/categories/denim,rag & bone,Rated : Not good enough,25
40,https://directory.goodonyou.eco/categories/bags,DeMellier,Rated : It's a start,50
41,https://directory.goodonyou.eco/categories/accessories,Gorman,Rated : It's a start,50
42,https://directory.goodonyou.eco/categories/dresses,Indego Africa,Rated : Good,75
43,https://directory.goodonyou.eco/categories/swimwear,Vitamin A,Rated : Good,75
44,https://directory.goodonyou.eco/categories/swimwear,Klättermusen,Rated : It's a start,50
45,https://directory.goodonyou.eco/categories/outerwear,Prairie Underground,Rated : Good,75
46,https://directory.goodonyou.eco/categories/outerwear,Brelli,Rated : Good,75
47,https://directory.goodonyou.eco/categories/plus-size,Fred Perry,Rated : We avoid,0
48,https://directory.goodonyou.eco/categories/activewear,DKNY,Rated : We avoid,0
49,https://directory.goodonyou.eco/categories/dresses,Sun & Shadow,Rated : It's a start,50
50,https://directory.goodonyou.eco/categories/bottoms,OhSevenDays,Rated : Good,75
51,https://directory.goodonyou.eco/categories/denim,Glassons,Rated : Not good enough,25
52,https://directory.goodonyou.eco/categories/outerwear,Toad&Co,Rated : Good,75
53,https://directory.goodonyou.eco/categories/basics,HARA,Rated : Great,100
54,https://directory.goodonyou.eco/categories/outerwear,Chopova Lowena,Rated : Good,75
55,https://directory.goodonyou.eco/categories/dresses,Passion Lilie,Rated : Great,100
56,https://directory.goodonyou.eco/categories/accessories,Uterqüe,Rated : It's a start,50
57,https://directory.goodonyou.eco/categories/shoes,Target Australia,Rated : Not Good Enough,25
58,https://directory.goodonyou.eco/categories/tops,HIRAETH,Rated : It's a start,50
59,https://directory.goodonyou.eco/categories/basics,Wauw Capow,Rated : Not good enough,25
60,https://directory.goodonyou.eco/categories/basics,Ellesse,,-1
61,https://directory.goodonyou.eco/categories/shoes,The Level Collective,Rated : Good,75
62,https://directory.goodonyou.eco/categories/dresses,VETTA,Rated : Good,75
63,https://directory.goodonyou.eco/categories/basics,Brelli,Rated : Good,75
64,https://directory.goodonyou.eco/categories/knitwear,Cagey's Planet,Rated : Good,75
65,https://directory.goodonyou.eco/categories/knitwear,Purusha People,Rated : Good,75
66,https://directory.goodonyou.eco/categories/plus-size,Zanzan,Rated : Not good enough,25
67,https://directory.goodonyou.eco/categories/plus-size,Glamorous,Rated : We Avoid,0
68,https://directory.goodonyou.eco/categories/plus-size,Vineyard Vines,Rated : We avoid,0
69,https://directory.goodonyou.eco/categories/tops,Oliberté,Rated : Good,75
70,https://directory.goodonyou.eco/categories/accessories,Nordstrom,Rated : Not Good Enough,25
71,https://directory.goodonyou.eco/categories/bottoms,Jackalo,Rated : Great,100
72,https://directory.goodonyou.eco/categories/knitwear,Huaywasi,Rated : It's a start,50
73,https://directory.goodonyou.eco/categories/outerwear,Massimo Dutti,Rated : It's a start,50
74,https://directory.goodonyou.eco/categories/tops,Good Guys,Rated : Good,75
75,https://directory.goodonyou.eco/categories/dresses,Huaywasi,Rated : It's a start,50
76,https://directory.goodonyou.eco/categories/accessories,Mata Traders,Rated : Good,75
77,https://directory.goodonyou.eco/categories/accessories,Nicole Bridger,Rated : It's a start,50
78,https://directory.goodonyou.eco/categories/shoes,Bottega Veneta,Rated : It's a start,50
79,https://directory.goodonyou.eco/categories/plus-size,Playtex,Rated : It's a start,50
80,https://directory.goodonyou.eco/categories/accessories,Uniqlo,Rated : It's a start,50
81,https://directory.goodonyou.eco/categories/bags,Lost Property Of London,Rated : It's a start,50
82,https://directory.goodonyou.eco/categories/shoes,American Eagle,Rated : Not Good Enough,25
83,https://directory.goodonyou.eco/categories/dresses,Titania Inglis,Rated : It's a start,50
84,https://directory.goodonyou.eco/categories/denim,7 For All Mankind,Rated : It's a start,50
85,https://directory.goodonyou.eco/categories/shoes,COS,Rated : It's a start,50
86,https://directory.goodonyou.eco/categories/accessories,PRIMARK,Rated : It's a start,50
87,https://directory.goodonyou.eco/categories/bottoms,Phil & Lui,Rated : Great,100
88,https://directory.goodonyou.eco/categories/outerwear,Columbia,Rated : It's a start,50
89,https://directory.goodonyou.eco/categories/activewear,Champion,Rated : It's a start,50
90,https://directory.goodonyou.eco/categories/accessories,The Giving Keys,Rated : It's a start,50
91,https://directory.goodonyou.eco/categories/sleepwear,Hanna Andersson,Rated : Not good enough,25
92,https://directory.goodonyou.eco/categories/shoes,Purusha People,Rated : Good,75
93,https://directory.goodonyou.eco/categories/accessories,Puma,Rated : It's a start,50
94,https://directory.goodonyou.eco/categories/swimwear,Ghanda,Rated : Not good enough,25
95,https://directory.goodonyou.eco/categories/shoes,Tutu Du Monde,Rated : Not good enough,25
96,https://directory.goodonyou.eco/categories/bottoms,Outland Denim,Rated : Great,100
97,https://directory.goodonyou.eco/categories/bags,Aranaz,Rated : Not good enough,25
98,https://directory.goodonyou.eco/categories/outerwear,UNIFORME,Rated : It's a start,50
99,https://directory.goodonyou.eco/categories/bottoms,OVS,Rated : It's a start,50
100,https://directory.goodonyou.eco/categories/basics,WE-AR,Rated : Good,75
101,https://directory.goodonyou.eco/categories/bags,Witchery,Rated : Good,75
102,https://directory.goodonyou.eco/categories/denim,Valleygirl,Rated : Not good enough,25
103,https://directory.goodonyou.eco/categories/knitwear,Hurley,Rated : It's a start,50
104,https://directory.goodonyou.eco/categories/outerwear,Howies,Rated : Good,75
105,https://directory.goodonyou.eco/categories/accessories,Clare Vivier,Rated : Not good enough,25
106,https://directory.goodonyou.eco/categories/tops,Amour Vert,Rated : Good,75
107,https://directory.goodonyou.eco/categories/activewear,else,Rated : We avoid,0
108,https://directory.goodonyou.eco/categories/bottoms,Trouvé,Rated : Not Good Enough,25
109,https://directory.goodonyou.eco/categories/tops,Poster Girl,Rated : It's a start,50
110,https://directory.goodonyou.eco/categories/knitwear,Millers,Rated : It's a start,50
111,https://directory.goodonyou.eco/categories/swimwear,Momoco Bikini,Rated : It's a start,50
112,https://directory.goodonyou.eco/categories/shoes,Banana Republic,Rated : It's a start,50
113,https://directory.goodonyou.eco/categories/accessories,Me to We,Rated : Good,75
114,https://directory.goodonyou.eco/categories/basics,Awave Awake,Rated : It's a start,50
115,https://directory.goodonyou.eco/categories/shoes,Topshop,Rated : It's a start,50
116,https://directory.goodonyou.eco/categories/knitwear,Bonds,Rated : It's a start,50
117,https://directory.goodonyou.eco/categories/outerwear,Jeanerica,Rated : Good,75
118,https://directory.goodonyou.eco/categories/shoes,PRIMARK,Rated : It's a start,50
119,https://directory.goodonyou.eco/categories/activewear,Thinx,Rated : Not good enough,25
120,https://directory.goodonyou.eco/categories/outerwear,Vanina,Rated : It's a start,50
121,https://directory.goodonyou.eco/categories/bottoms,RIANNA + NINA,Rated : Good,75
122,https://directory.goodonyou.eco/categories/activewear,Macpac,,-1
123,https://directory.goodonyou.eco/categories/dresses,DL1961,Rated : Good,75
124,https://directory.goodonyou.eco/categories/plus-size,Miraclesuit,Rated : We Avoid,0
125,https://directory.goodonyou.eco/categories/tops,Frugi,Rated : Good,75
126,https://directory.goodonyou.eco/categories/tops,Kings of Indigo,Rated : Good,75
127,https://directory.goodonyou.eco/categories/basics,UNIFORME,Rated : It's a start,50
128,https://directory.goodonyou.eco/categories/plus-size,Lands' End,Rated : Not Good Enough,25
129,https://directory.goodonyou.eco/categories/bags,Burton,Rated : Not good enough,25
130,https://directory.goodonyou.eco/categories/sleepwear,FatFace,Rated : Not good enough,25
131,https://directory.goodonyou.eco/categories/sleepwear,Bonds,Rated : It's a start,50
132,https://directory.goodonyou.eco/categories/shoes,Palladium,Rated : Not good enough,25
133,https://directory.goodonyou.eco/categories/bottoms,tonlé,Rated : Great,100
134,https://directory.goodonyou.eco/categories/dresses,Alexander McQueen,Rated : It's a start,50
135,https://directory.goodonyou.eco/categories/basics,Totemmi,Rated : Good,75
136,https://directory.goodonyou.eco/categories/bottoms,J Brand,Rated : It's a start,50
137,https://directory.goodonyou.eco/categories/shoes,Timberland,Rated : It's a start,50
138,https://directory.goodonyou.eco/categories/denim,Marks & Spencer,Rated : Good,75
139,https://directory.goodonyou.eco/categories/outerwear,Norrona,Rated : It's a start,50
140,https://directory.goodonyou.eco/categories/denim,Prairie Underground,Rated : Good,75
141,https://directory.goodonyou.eco/categories/outerwear,Karen Walker,Rated : Not good enough,25
142,https://directory.goodonyou.eco/categories/shoes,Marsèll,Rated : Not good enough,25
143,https://directory.goodonyou.eco/categories/bags,Trenery,Rated : Good,75
144,https://directory.goodonyou.eco/categories/activewear,Sundried,Rated : Good,75
145,https://directory.goodonyou.eco/categories/swimwear,Boob,Rated : Good,75
146,https://directory.goodonyou.eco/categories/knitwear,OVS,Rated : It's a start,50
147,https://directory.goodonyou.eco/categories/tops,THE M|N|ML,Rated : Good,75
148,https://directory.goodonyou.eco/categories/plus-size,Dressbarn,Rated : Not Good Enough,25
149,https://directory.goodonyou.eco/categories/dresses,Elena Bobysheva,Rated : Good,75
150,https://directory.goodonyou.eco/categories/plus-size,Wonderbra,Rated : It's a start,50
151,https://directory.goodonyou.eco/categories/bags,BP.,Rated : Not Good Enough,25
152,https://directory.goodonyou.eco/categories/activewear,Mountain Hardwear,Rated : It's a start,50
153,https://directory.goodonyou.eco/categories/outerwear,Sun & Shadow,Rated : It's a start,50
154,https://directory.goodonyou.eco/categories/accessories,Burberry,Rated : It's a start,50
155,https://directory.goodonyou.eco/categories/accessories,Micaela Greg,Rated : It's a start,50
156,https://directory.goodonyou.eco/categories/dresses,Seasalt,Rated : It's a start,50
157,https://directory.goodonyou.eco/categories/bottoms,The Social Outfit,Rated : Great,100
158,https://directory.goodonyou.eco/categories/shoes,Les Petits Joueurs,Rated : Not good enough,25
159,https://directory.goodonyou.eco/categories/dresses,KMART Australia,Rated : Not good enough,25
160,https://directory.goodonyou.eco/categories/activewear,Gymshark,Rated : Not good enough,25
161,https://directory.goodonyou.eco/categories/swimwear,Adriana Degreas,Rated : Not good enough,25
162,https://directory.goodonyou.eco/categories/knitwear,P. J. Salvage,Rated : Good,75
163,https://directory.goodonyou.eco/categories/swimwear,Tadashi Shoji,Rated : Not good enough,25
164,https://directory.goodonyou.eco/categories/tops,Jack Wolfskin,Rated : Good,75
165,https://directory.goodonyou.eco/categories/basics,Miik,Rated : Good,75
166,https://directory.goodonyou.eco/categories/denim,DECJUBA,Rated : Not good enough,25
167,https://directory.goodonyou.eco/categories/sleepwear,EQUIPMENT,Rated : Not good enough,25
168,https://directory.goodonyou.eco/categories/denim,Ruby & Bloom,Rated : It's a start,50
169,https://directory.goodonyou.eco/categories/outerwear,Asos,Rated : It's a start,50
170,https://directory.goodonyou.eco/categories/shoes,Zara,Rated : It's a start,50
171,https://directory.goodonyou.eco/categories/bags,GAP,Rated : It's a start,50
172,https://directory.goodonyou.eco/categories/accessories,Adidas,Rated : Good,75
173,https://directory.goodonyou.eco/categories/bottoms,Reformation,Rated : Good,75
174,https://directory.goodonyou.eco/categories/denim,Nautica,Rated : It's a start,50
175,https://directory.goodonyou.eco/categories/tops,No Nasties,Rated : Great,100
176,https://directory.goodonyou.eco/categories/knitwear,PANGAIA,Rated : Good,75
177,https://directory.goodonyou.eco/categories/outerwear,Jamie + The Jones,Rated : Good,75
178,https://directory.goodonyou.eco/categories/knitwear,Tommy Hilfiger,Rated : It's a start,50
179,https://directory.goodonyou.eco/categories/bottoms,Tree of Life,Rated : It's a start,50
180,https://directory.goodonyou.eco/categories/basics,Toad&Co,Rated : Good,75
181,https://directory.goodonyou.eco/categories/outerwear,Levi's,Rated : It's a start,50
182,https://directory.goodonyou.eco/categories/activewear,Vege Threads,Rated : Great,100
183,https://directory.goodonyou.eco/categories/bottoms,Studio 189,Rated : Good,75
184,https://directory.goodonyou.eco/categories/bottoms,P. J. Salvage,Rated : Good,75
185,https://directory.goodonyou.eco/categories/swimwear,Warner's,Rated : Not good enough,25
186,https://directory.goodonyou.eco/categories/tops,Salt Gypsy,Rated : Good,75
187,https://directory.goodonyou.eco/categories/bottoms,Bonds,Rated : It's a start,50
188,https://directory.goodonyou.eco/categories/basics,Good Guys,Rated : Good,75
189,https://directory.goodonyou.eco/categories/tops,Indego Africa,Rated : Good,75
190,https://directory.goodonyou.eco/categories/maternity,Cotton On,Rated : It's a start,50
191,https://directory.goodonyou.eco/categories/bottoms,Stradivarius,Rated : It's a start,50
192,https://directory.goodonyou.eco/categories/basics,Volcom,Rated : It's a start,50
193,https://directory.goodonyou.eco/categories/outerwear,Eternal Creation,Rated : Good,75
194,https://directory.goodonyou.eco/categories/outerwear,Banana Republic,Rated : It's a start,50
195,https://directory.goodonyou.eco/categories/activewear,Summersalt,Rated : Not good enough,25
196,https://directory.goodonyou.eco/categories/accessories,Katrien Smets,Rated : Great,100
197,https://directory.goodonyou.eco/categories/swimwear,Beyond Bare by Barely There,Rated : It's a start,50
198,https://directory.goodonyou.eco/categories/outerwear,La Seine & Moi,Rated : It's a start,50
199,https://directory.goodonyou.eco/categories/denim,Fashion Integrity By Galeries Lafayette,Rated : Good,75
200,https://directory.goodonyou.eco/categories/bags,American Apparel,Rated : It's a start,50
201,https://directory.goodonyou.eco/categories/basics,Ahnu,Rated : Not Good Enough,25
202,https://directory.goodonyou.eco/categories/bags,Fossil,Rated : Not good enough,25
203,https://directory.goodonyou.eco/categories/shoes,Macpac,,-1
204,https://directory.goodonyou.eco/categories/dresses,Lucy & Yak,Rated : Good,75
205,https://directory.goodonyou.eco/categories/knitwear,Champion,Rated : It's a start,50
206,https://directory.goodonyou.eco/categories/suits,Dressarte Paris,Rated : Good,75
207,https://directory.goodonyou.eco/categories/outerwear,Greenfibres,Rated : Good,75
208,https://directory.goodonyou.eco/categories/accessories,Zella,Rated : Not Good Enough,25
209,https://directory.goodonyou.eco/categories/accessories,Marks & Spencer,Rated : Good,75
210,https://directory.goodonyou.eco/categories/basics,Humphrey Law,Rated : It's a start,50
211,https://directory.goodonyou.eco/categories/basics,Tropic Feel,Rated : It's a start,50
212,https://directory.goodonyou.eco/categories/shoes,Onitsuka Tiger,Rated : It's a start,50
213,https://directory.goodonyou.eco/categories/plus-size,CHNGE,Rated : Great,100
214,https://directory.goodonyou.eco/categories/accessories,Ayten Gasson,Rated : Good,75
215,https://directory.goodonyou.eco/categories/suits,Aztech Mountain,Rated : Not good enough,25
216,https://directory.goodonyou.eco/categories/accessories,IVY & OAK,Rated : It's a start,50
217,https://directory.goodonyou.eco/categories/denim,White Stuff,Rated : Not good enough,25
218,https://directory.goodonyou.eco/categories/basics,Asos,Rated : It's a start,50
219,https://directory.goodonyou.eco/categories/basics,Huaywasi,Rated : It's a start,50
220,https://directory.goodonyou.eco/categories/tops,Lilian von Trapp,Rated : Good,75
221,https://directory.goodonyou.eco/categories/maternity,Beyond Bare by Barely There,Rated : It's a start,50
222,https://directory.goodonyou.eco/categories/denim,Jump,Rated : Not Good Enough,25
223,https://directory.goodonyou.eco/categories/activewear,Beyond Bare by Barely There,Rated : It's a start,50
224,https://directory.goodonyou.eco/categories/outerwear,Beaumont Organic,Rated : Good,75
225,https://directory.goodonyou.eco/categories/dresses,Delikate Rayne,Rated : Good,75
226,https://directory.goodonyou.eco/categories/dresses,Bershka,Rated : It's a start,50
227,https://directory.goodonyou.eco/categories/bottoms,Alpha60,Rated : It's a start,50
228,https://directory.goodonyou.eco/categories/tops,Spell,Rated : Good,75
229,https://directory.goodonyou.eco/categories/basics,Rockay,Rated : It's a start,50
230,https://directory.goodonyou.eco/categories/outerwear,Glassons,Rated : Not good enough,25
231,https://directory.goodonyou.eco/categories/accessories,G-Star RAW,Rated : Good,75
232,https://directory.goodonyou.eco/categories/knitwear,bleed,Rated : Great,100
233,https://directory.goodonyou.eco/categories/swimwear,Undiz,Rated : Not good enough,25
234,https://directory.goodonyou.eco/categories/plus-size,Anna Field,Rated : It's a start,50
235,https://directory.goodonyou.eco/categories/basics,Conscious Step,Rated : Great,100
236,https://directory.goodonyou.eco/categories/bottoms,Springkode,Rated : Good,75
237,https://directory.goodonyou.eco/categories/tops,Sustain,Rated : Good,75
238,https://directory.goodonyou.eco/categories/sleepwear,Sun & Shadow,Rated : It's a start,50
239,https://directory.goodonyou.eco/categories/plus-size,True Religion,Rated : Not Good Enough,25
240,https://directory.goodonyou.eco/categories/bags,FTLA Apparel,Rated : Good,75
241,https://directory.goodonyou.eco/categories/accessories,Winter Water Factory,Rated : Great,100
242,https://directory.goodonyou.eco/categories/tops,SDress,Rated : It's a start,50
243,https://directory.goodonyou.eco/categories/plus-size,Marks & Spencer,Rated : Good,75
244,https://directory.goodonyou.eco/categories/denim,Claudia Sträter,Rated : Not good enough,25
245,https://directory.goodonyou.eco/categories/knitwear,R.E.V by Rêve En Vert,Rated : Good,75
246,https://directory.goodonyou.eco/categories/accessories,Girlfriend Collective,Rated : Great,100
247,https://directory.goodonyou.eco/categories/denim,Gestuz,Rated : Not good enough,25
248,https://directory.goodonyou.eco/categories/denim,Tradlands,Rated : It's a start,50
249,https://directory.goodonyou.eco/categories/outerwear,Passion Lilie,Rated : Great,100
250,https://directory.goodonyou.eco/categories/knitwear,Ash & Rose,Rated : Good,75
251,https://directory.goodonyou.eco/categories/bottoms,Miik,Rated : Good,75
252,https://directory.goodonyou.eco/categories/basics,Sejour,Rated : Not Good Enough,25
253,https://directory.goodonyou.eco/categories/bags,Ben Sherman,Rated : Not good enough,25
254,https://directory.goodonyou.eco/categories/tops,Bianca Spender,Rated : Good,75
255,https://directory.goodonyou.eco/categories/swimwear,Marks & Spencer,Rated : Good,75
256,https://directory.goodonyou.eco/categories/swimwear,Tomboyx,Rated : It's a start,50
257,https://directory.goodonyou.eco/categories/basics,Sheer Relief,Rated : Not Good Enough,25
258,https://directory.goodonyou.eco/categories/accessories,Laura Lombardi,Rated : Good,75
259,https://directory.goodonyou.eco/categories/outerwear,Anna Field,Rated : It's a start,50
260,https://directory.goodonyou.eco/categories/swimwear,Women'Secret,Rated : Not good enough,25
261,https://directory.goodonyou.eco/categories/outerwear,Marks & Spencer,Rated : Good,75
262,https://directory.goodonyou.eco/categories/accessories,Revision Society,Rated : Good,75
263,https://directory.goodonyou.eco/categories/knitwear,Etiko,Rated : Great,100
264,https://directory.goodonyou.eco/categories/dresses,Marcia,Rated : It's a start,50
265,https://directory.goodonyou.eco/categories/shoes,Brother Vellies,Rated : It's a start,50
266,https://directory.goodonyou.eco/categories/swimwear,Zella,Rated : Not Good Enough,25
267,https://directory.goodonyou.eco/categories/basics,Vanity Fair,Rated : It's a start,50
268,https://directory.goodonyou.eco/categories/denim,bebe,,-1
269,https://directory.goodonyou.eco/categories/bags,Martina Spetlova,Rated : It's a start,50
270,https://directory.goodonyou.eco/categories/accessories,Bik Bok,Rated : It's a start,50
271,https://directory.goodonyou.eco/categories/bags,Hestia,Rated : Not Good Enough,25
272,https://directory.goodonyou.eco/categories/dresses,lemlem,Rated : It's a start,50
273,https://directory.goodonyou.eco/categories/outerwear,Laura Siegel Collection,Rated : Good,75
274,https://directory.goodonyou.eco/categories/bottoms,Lowie,Rated : It's a start,50
275,https://directory.goodonyou.eco/categories/bottoms,Greenfibres,Rated : Good,75
276,https://directory.goodonyou.eco/categories/dresses,Bibico,Rated : Not good enough,25
277,https://directory.goodonyou.eco/categories/sleepwear,River Island,Rated : Not Good Enough,25
278,https://directory.goodonyou.eco/categories/accessories,ELIURPI,Rated : It's a start,50
279,https://directory.goodonyou.eco/categories/bags,APPLETREES,Rated : Not good enough,25
280,https://directory.goodonyou.eco/categories/activewear,La Senza,Rated : Not Good Enough,25
281,https://directory.goodonyou.eco/categories/knitwear,COS,Rated : It's a start,50
282,https://directory.goodonyou.eco/categories/bags,Dressbarn,Rated : Not Good Enough,25
283,https://directory.goodonyou.eco/categories/bottoms,Weekday,Rated : It's a start,50
284,https://directory.goodonyou.eco/categories/plus-size,Coast,Rated : Not good enough,25
285,https://directory.goodonyou.eco/categories/swimwear,Patagonia,Rated : Good,75
286,https://directory.goodonyou.eco/categories/shoes,Cotton On,Rated : It's a start,50
287,https://directory.goodonyou.eco/categories/basics,Speedo,Rated : Not good enough,25
288,https://directory.goodonyou.eco/categories/swimwear,In The Style,Rated : We avoid,0
289,https://directory.goodonyou.eco/categories/swimwear,Zadig&Voltaire,Rated : We avoid,0
290,https://directory.goodonyou.eco/categories/basics,John Lewis,Rated : Not good enough,25
291,https://directory.goodonyou.eco/categories/knitwear,RE/Done,Rated : Not good enough,25
292,https://directory.goodonyou.eco/categories/bags,G Viteri,,-1
293,https://directory.goodonyou.eco/categories/knitwear,By Walid,Rated : Good,75
294,https://directory.goodonyou.eco/categories/dresses,THE M|N|ML,Rated : Good,75
295,https://directory.goodonyou.eco/categories/tops,Vyayama,Rated : Good,75
296,https://directory.goodonyou.eco/categories/activewear,Sun & Shadow,Rated : It's a start,50
297,https://directory.goodonyou.eco/categories/outerwear,Lindex,Rated : It's a start,50
298,https://directory.goodonyou.eco/categories/dresses,Monki,Rated : It's a start,50
299,https://directory.goodonyou.eco/categories/dresses,Zella,Rated : Not Good Enough,25
300,https://directory.goodonyou.eco/categories/swimwear,WeAreNativ,Rated : Good,75
301,https://directory.goodonyou.eco/categories/dresses,Maggie Marilyn,Rated : Good,75
302,https://directory.goodonyou.eco/categories/swimwear,Ohoy Swim,Rated : It's a start,50
303,https://directory.goodonyou.eco/categories/denim,Ted Baker,Rated : Not Good Enough,25
304,https://directory.goodonyou.eco/categories/outerwear,Regatta,Rated : Not Good Enough,25
305,https://directory.goodonyou.eco/categories/bags,BAKARI,Rated : It's a start,50
306,https://directory.goodonyou.eco/categories/tops,The Acey,,-1
307,https://directory.goodonyou.eco/categories/tops,Pansy,Rated : Great,100
308,https://directory.goodonyou.eco/categories/outerwear,an an londree,Rated : It's a start,50
309,https://directory.goodonyou.eco/categories/basics,Nicole Bridger,Rated : It's a start,50
310,https://directory.goodonyou.eco/categories/activewear,Reebok,Rated : Good,75
311,https://directory.goodonyou.eco/categories/knitwear,Karen Walker,Rated : Not good enough,25
312,https://directory.goodonyou.eco/categories/dresses,The R Collective,Rated : Great,100
313,https://directory.goodonyou.eco/categories/denim,J.Crew,,-1
314,https://directory.goodonyou.eco/categories/outerwear,Team Timbuktu,Rated : Good,75
315,https://directory.goodonyou.eco/categories/bags,Billabong,Rated : Not Good Enough,25
316,https://directory.goodonyou.eco/categories/suits,Juun.J,Rated : Not good enough,25
317,https://directory.goodonyou.eco/categories/maternity,Pier One,Rated : It's a start,50
318,https://directory.goodonyou.eco/categories/bottoms,STANLEY/STELLA,Rated : Good,75
319,https://directory.goodonyou.eco/categories/bottoms,Lindex,Rated : It's a start,50
320,https://directory.goodonyou.eco/categories/plus-size,Love and Confuse,Rated : Good,75
321,https://directory.goodonyou.eco/categories/knitwear,Tradlands,Rated : It's a start,50
322,https://directory.goodonyou.eco/categories/tops,Rudy Jude,Rated : Good,75
323,https://directory.goodonyou.eco/categories/basics,Dolores Haze,Rated : Good,75
324,https://directory.goodonyou.eco/categories/bags,Mountain Hardwear,Rated : It's a start,50
325,https://directory.goodonyou.eco/categories/denim,Just Jeans,Rated : Not Good Enough,25
326,https://directory.goodonyou.eco/categories/swimwear,Prima Donna,Rated : It's a start,50
327,https://directory.goodonyou.eco/categories/bottoms,Jyoti - Fair Works,Rated : Good,75
328,https://directory.goodonyou.eco/categories/shoes,Bardot,Rated : Not good enough,25
329,https://directory.goodonyou.eco/categories/plus-size,LONDRĖ,Rated : Good,75
330,https://directory.goodonyou.eco/categories/bottoms,Roopa,Rated : It's a start,50
331,https://directory.goodonyou.eco/categories/shoes,Just My Size,Rated : It's a start,50
332,https://directory.goodonyou.eco/categories/shoes,Treasure&Bond,Rated : Not Good Enough,25
333,https://directory.goodonyou.eco/categories/denim,Ellery,Rated : Not good enough,25
334,https://directory.goodonyou.eco/categories/bags,CHNGE,Rated : Great,100
335,https://directory.goodonyou.eco/categories/activewear,Nube,Rated : Great,100
336,https://directory.goodonyou.eco/categories/bottoms,Zola Amour,Rated : Good,75
337,https://directory.goodonyou.eco/categories/denim,Soulland,Rated : Not good enough,25
338,https://directory.goodonyou.eco/categories/tops,Smartwool,Rated : It's a start,50
339,https://directory.goodonyou.eco/categories/denim,Ben Sherman,Rated : Not good enough,25
340,https://directory.goodonyou.eco/categories/dresses,Able,Rated : It's a start,50
341,https://directory.goodonyou.eco/categories/maternity,Rubi,Rated : It's a start,50
342,https://directory.goodonyou.eco/categories/accessories,Luva Huva,Rated : Good,75
343,https://directory.goodonyou.eco/categories/basics,Picture,Rated : Good,75
344,https://directory.goodonyou.eco/categories/swimwear,Picture,Rated : Good,75
345,https://directory.goodonyou.eco/categories/knitwear,NepaCrafts,Rated : It's a start,50
