,directory_link-href,company,rating,sd_rating
916,http://www.corporatecritic.org/companiesatoz/S.aspx,Sätila Holding AB,14,93
917,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Pirean Limited,14,93
918,http://www.corporatecritic.org/companiesatoz/G.aspx,Garmin Ltd,14,93
919,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hilltop Honey Limited,???,-1
920,http://www.corporatecritic.org/companiesatoz/Price.aspx,Professional Cycle Marketing Ltd,14,93
921,http://www.corporatecritic.org/companiesatoz/I.aspx,Impact Telecom,13,86
922,http://www.corporatecritic.org/companiesatoz/O.aspx,Ocean Spray Cranberries Inc,11,73
923,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,European Metal Recycling Ltd,14,93
924,http://www.corporatecritic.org/companiesatoz/E.aspx,EMC Corporation,5.5,36
925,http://www.corporatecritic.org/companiesatoz/E.aspx,East End Foods,(9.5),63
926,http://www.corporatecritic.org/companiesatoz/Z.aspx,ZTE Corporation,6.5,43
927,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Planet Organic Ltd,???,-1
928,http://www.corporatecritic.org/companiesatoz/Surya.aspx,Svenska Cellulosa Aktiebolaget (SCA),(9),60
929,http://www.corporatecritic.org/companiesatoz/Price.aspx,PVH Corp,5,33
930,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,The Wonderful Company LLC,8.5,56
931,http://www.corporatecritic.org/companiesatoz/F.aspx,Farrington Oils Ltd,13.5,90
932,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Trafficmaster PLC,14,93
933,http://www.corporatecritic.org/companiesatoz/H.aspx,Havre Global Ab,14,93
934,http://www.corporatecritic.org/companiesatoz/J.aspx,Jelly Belly Candy Co,14,93
935,http://www.corporatecritic.org/companiesatoz/E.aspx,Edwin Tucker & Sons Ltd,8.5,56
936,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Woodlands Park Dairy,14,93
937,http://www.corporatecritic.org/companiesatoz/J.aspx,Jekka's Herb Farm,14,93
938,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Spectrum Brands Holdings Inc,(4.5),30
939,http://www.corporatecritic.org/companiesatoz/T.aspx,"TA Associates, Inc",11,73
940,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Seabrook Group Ltd,14,93
941,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Staples Inc,13,86
942,http://www.corporatecritic.org/companiesatoz/M.aspx,Maxingvest ag,11,73
943,http://www.corporatecritic.org/companiesatoz/S.aspx,SAIC Motor Corporation Limited,6.5,43
944,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hony Capital,9.5,63
945,http://www.corporatecritic.org/companiesatoz/Londo.aspx,London Overground,8.5,56
946,http://www.corporatecritic.org/companiesatoz/O.aspx,OLD: American Apparel Inc- see Gildan Activewear SRL,13.5,90
947,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Rizopia Food Products Inc,14,93
948,http://www.corporatecritic.org/companiesatoz/T.aspx,The Balmore Trust,???,-1
949,http://www.corporatecritic.org/companiesatoz/I.aspx,ICAP,14,93
950,http://www.corporatecritic.org/companiesatoz/H.aspx,Hampstead Tea & Coffee Co Ltd,15,100
951,http://www.corporatecritic.org/companiesatoz/KPMG%20.aspx,Kwikfold Bikes Ltd,???,-1
952,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Skechers USA Inc,7.5,50
953,http://www.corporatecritic.org/companiesatoz/Cream.aspx,Cut Le Crap,???,-1
954,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Travelscope Holidays Ltd,14,93
955,http://www.corporatecritic.org/companiesatoz/P.aspx,Pashley Holdings Limited,11,73
956,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Prestbury Investment Holdings Ltd,14,93
957,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lily's Kitchen Ltd,0,0
958,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Errea Sport SpA,14,93
959,http://www.corporatecritic.org/companiesatoz/P.aspx,Paperback,14,93
960,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hiscox Ltd,5.5,36
961,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Phoenix Equity Partners Holdings LLP,14,93
962,http://www.corporatecritic.org/companiesatoz/Group.aspx,Groupe PSA,(8),53
963,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mondragon Co-operative Corporation (MCC),14,93
964,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Blackstone Group L.P. (The),5.5,36
965,http://www.corporatecritic.org/companiesatoz/A.aspx,ageas SA/NV,5,33
966,http://www.corporatecritic.org/companiesatoz/C.aspx,Caledonia Investments plc,5.5,36
967,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Greencore Group Plc,13.5,90
968,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Rolls-Royce plc,13.5,90
969,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,BlackBerry Limited,7,46
970,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Continental Clothing Company Ltd,14,93
971,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Comvita Limited,???,-1
972,http://www.corporatecritic.org/companiesatoz/P.aspx,Paperpod Ltd,(14),93
973,http://www.corporatecritic.org/companiesatoz/Group.aspx,Guy Wilmot Consulting (Sole Trader),???,-1
974,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Deutsche Bank AG,4.5,30
975,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Dong Ah Ind. Co. Ltd,14,93
976,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Blackwell Ltd,12,80
977,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Bespoke British Pens Limited,11,73
978,http://www.corporatecritic.org/companiesatoz/N.aspx,Nationwide Building Society,13,86
979,http://www.corporatecritic.org/companiesatoz/H.aspx,Healthy Sales Group Limited,11.5,76
980,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,Nutrafoods,14,93
981,http://www.corporatecritic.org/companiesatoz/E.aspx,Earth Aid Group Ltd.,???,-1
982,http://www.corporatecritic.org/companiesatoz/T.aspx,Thales Group,(11),73
983,http://www.corporatecritic.org/companiesatoz/G.aspx,General Electric Company Inc,5,33
984,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Robertson Foundation,???,-1
985,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Edinburgh Woollen Mill (Group) Ltd,14,93
986,http://www.corporatecritic.org/companiesatoz/R.aspx,Ravensburger AG,14,93
987,http://www.corporatecritic.org/companiesatoz/Cream.aspx,Cut4Cloth Ltd,14,93
988,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Robinson Webster (Holdings) Ltd,14,93
989,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Societe Nationale des Chemins de Fer Francais (SNCF),10,66
990,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Cowon Systems Inc,14,93
991,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Twin Trading Ltd,14,93
992,http://www.corporatecritic.org/companiesatoz/K.aspx,Knowledge and Merchandising Inc Ltd,???,-1
993,http://www.corporatecritic.org/companiesatoz/Vivar.aspx,Vodafone Group plc,8,53
994,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Somerfield Group,14,93
995,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Pipers Crisps Ltd,14,93
996,http://www.corporatecritic.org/companiesatoz/W.aspx,Western Digital Corp,13.5,90
997,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Little Group,12,80
998,http://www.corporatecritic.org/companiesatoz/I.aspx,ING Groep NV,6,40
999,http://www.corporatecritic.org/companiesatoz/Briti.aspx,BUPA (British United Provident Association),14,93
1000,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Animal Friends Insurance Services Ltd,14,93
1001,http://www.corporatecritic.org/companiesatoz/E.aspx,Elco Holdings,14,93
1002,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Burns Pet Nutrition Ltd,9.5,63
1003,http://www.corporatecritic.org/companiesatoz/E.aspx,easyGroup (UK) Ltd,13.5,90
1004,http://www.corporatecritic.org/companiesatoz/B.aspx,Bain Capital LLC,10,66
1005,http://www.corporatecritic.org/companiesatoz/R.aspx,Renewable Energy Holdings Plc,14,93
1006,http://www.corporatecritic.org/companiesatoz/N.aspx,NearSt,???,-1
1007,http://www.corporatecritic.org/companiesatoz/H.aspx,Hanwha Group,8.5,56
1008,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Equine & Livestock Insurance Co Ltd,5.5,36
1009,http://www.corporatecritic.org/companiesatoz/Fung%20.aspx,Furniture Village Holdings Ltd.,8.5,56
1010,http://www.corporatecritic.org/companiesatoz/D.aspx,Dawson & Son (Retail) Ltd,14,93
1011,http://www.corporatecritic.org/companiesatoz/Y.aspx,Yora Holding BV,14,93
1012,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Skye Cooks Ltd,14,93
1013,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Charity Bank Ltd,15,100
1014,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Tribest Corporation,14,93
1015,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,RSPB,12.5,83
1016,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Green Baby Co. Ltd.,14,93
1017,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Meyer International Holding Ltd,10,66
1018,http://www.corporatecritic.org/companiesatoz/M.aspx,Marston's plc,8,53
1019,http://www.corporatecritic.org/companiesatoz/Europ.aspx,EW King & Co Ltd,14,93
1020,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Springdale Group,14,93
1021,http://www.corporatecritic.org/companiesatoz/K.aspx,Kerry Group plc,7,46
1022,http://www.corporatecritic.org/companiesatoz/T.aspx,T Choithram & Sons (London) LTD,14,93
1023,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Green Board Games,14,93
1024,http://www.corporatecritic.org/companiesatoz/Price.aspx,Prudential Plc,3,20
1025,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,ROSKILLY'S LIMITED,14,93
1026,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Will's Vegan Shoes Ltd,???,-1
1027,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Burley Design Co-operative,14,93
1028,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,Nottingham Building Society,14,93
1029,http://www.corporatecritic.org/companiesatoz/P.aspx,Paulig Ltd,14,93
1030,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,ALDA CAPITAL LIMITED,12.5,83
1031,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Arena Online Limited,14,93
1032,http://www.corporatecritic.org/companiesatoz/F.aspx,Fairypants,???,-1
1033,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Archer Daniels Midland Company,3.5,23
1034,http://www.corporatecritic.org/companiesatoz/Londo.aspx,LVMH Moët Hennessy Louis Vuitton SA,3.5,23
1035,http://www.corporatecritic.org/companiesatoz/R.aspx,Remarkable (Pencils) Ltd,14,93
1036,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Smeg SpA,9,60
1037,http://www.corporatecritic.org/companiesatoz/E.aspx,E&J Gallo Winery,11.5,76
1038,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Slack Technologies Inc,???,-1
1039,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Everton Football Club,14,93
1040,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Wonderworld Products Co Ltd,14,93
1041,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Sony Corporation,5.5,36
1042,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Po-zu,13.5,90
1043,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Seven Investment Management Ltd,5.5,36
1044,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lilly's Eco Clean Ltd,13,86
1045,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Windhorse Trading Limited,14,93
1046,http://www.corporatecritic.org/companiesatoz/123.aspx,856742 Ontario Inc,???,-1
1047,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Altaba [F.K.A. Yahoo! Inc],13,86
1048,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,ARC International,14,93
1049,http://www.corporatecritic.org/companiesatoz/M.aspx,Marsh & McLennan Cos Inc,3.5,23
1050,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Frank Roberts & Sons Ltd,11,73
1051,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Stellar Winery (PTY) Ltd,15,100
1052,http://www.corporatecritic.org/companiesatoz/O.aspx,Oase Outdoors ApS,14,93
1053,http://www.corporatecritic.org/companiesatoz/E.aspx,Enamore Ltd,14,93
1054,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Enigma Titanium Limited,???,-1
1055,http://www.corporatecritic.org/companiesatoz/J.aspx,JEMA 1,???,-1
1056,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Fortune Brands,14,93
1057,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Topco-Tacoba Forestry Consultants,14,93
1058,http://www.corporatecritic.org/companiesatoz/B.aspx,Barry M Cosmetics Ltd,14,93
1059,http://www.corporatecritic.org/companiesatoz/X.aspx,Xerox Corporation,14,93
1060,http://www.corporatecritic.org/companiesatoz/L.aspx,Le Coq Sportif Holding LCSH,14,93
1061,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The company of wine people,14,93
1062,http://www.corporatecritic.org/companiesatoz/Asda%20.aspx,Avalon Vineyard,14,93
1063,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Estée Lauder Companies Inc,5.5,36
1064,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Solarcentury,9.5,63
1065,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Citigroup Inc,3,20
1066,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Brothers Brewing Company Ltd,14,93
1067,http://www.corporatecritic.org/companiesatoz/K.aspx,Kenana Knitters,14,93
1068,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Cisco Systems Inc,7,46
1069,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Braham & Murray Ltd,13.5,90
1070,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Prestat Ltd,14,93
1071,http://www.corporatecritic.org/companiesatoz/E.aspx,ENI SpA,4,26
1072,http://www.corporatecritic.org/companiesatoz/Cream.aspx,Creative Technology Ltd,14,93
1073,http://www.corporatecritic.org/companiesatoz/Cream.aspx,Cumberland Building Society,13.5,90
1074,http://www.corporatecritic.org/companiesatoz/L.aspx,Leonard Green & Partners,13.5,90
1075,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,AMT Coffee Ltd.,7.5,50
1076,http://www.corporatecritic.org/companiesatoz/A.aspx,A. L. Simpkins,14,93
1077,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Greenfibres Ltd,14.5,96
1078,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Thornberg Investments Management Inc,14,93
1079,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Chelsea Building Society,13.5,90
1080,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Lydian Capital Partners L P,14,93
1081,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,THTC CLOTHING LIMITED,13.5,90
1082,http://www.corporatecritic.org/companiesatoz/V.aspx,Vega Nutritionals Ltd,14,93
1083,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Air France-KLM Group,14,93
1084,http://www.corporatecritic.org/companiesatoz/Cream.aspx,Crosslee Holdings,11,73
1085,http://www.corporatecritic.org/companiesatoz/V.aspx,Vega Corporation Ltd,14,93
1086,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Motherease Inc,14,93
1087,http://www.corporatecritic.org/companiesatoz/N.aspx,"National Grape Co-operative Association, Inc",???,-1
1088,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Alpha ApS,14,93
1089,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Edizione Srl,14,93
1090,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Supercover Quilty Group Ltd,14,93
1091,http://www.corporatecritic.org/companiesatoz/V.aspx,Varma Trust,???,-1
1092,http://www.corporatecritic.org/companiesatoz/N.aspx,Neonlite Electronic and Lighting (HK) Ltd,10,66
1093,http://www.corporatecritic.org/companiesatoz/L.aspx,Laltex & Co Ltd,14,93
1094,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Antofagasta plc,13.5,90
1095,http://www.corporatecritic.org/companiesatoz/T.aspx,Tamilnadu Industrial Development Corporation Limited,14,93
1096,http://www.corporatecritic.org/companiesatoz/Y.aspx,Yakit Rakit Ltd (The),12.5,83
1097,http://www.corporatecritic.org/companiesatoz/J.aspx,Jumping Frog,14,93
1098,http://www.corporatecritic.org/companiesatoz/T.aspx,Target Corporation,11.5,76
1099,http://www.corporatecritic.org/companiesatoz/K.aspx,Kellogg Company,3.5,23
1100,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,AMR Corp,12,80
1101,http://www.corporatecritic.org/companiesatoz/H.aspx,H&R Block,14,93
1102,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Britvic Plc,12,80
1103,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Essential Trading Co-operative Ltd,13,86
1104,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Cottontail Co,14,93
1105,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Diva International Inc,???,-1
1106,http://www.corporatecritic.org/companiesatoz/A.aspx,Aegon NV,(4.5),30
1107,http://www.corporatecritic.org/companiesatoz/P.aspx,Perfect Green Toners,14,93
1108,http://www.corporatecritic.org/companiesatoz/O.aspx,Ocado Group plc,2,13
1109,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,The White Company,12.5,83
1110,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Enterprise Inns plc,14,93
1111,http://www.corporatecritic.org/companiesatoz/G.aspx,Geomag SA,14,93
1112,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Friendly Soap Ltd,???,-1
1113,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Cebra,14,93
1114,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Liebherr-International AG,7,46
1115,http://www.corporatecritic.org/companiesatoz/T.aspx,TDR Capital LLP,???,-1
1116,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,CL Financial Group Ltd,14,93
1117,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,NYK Line (Nippon Yusen Kaisha),14,93
1118,http://www.corporatecritic.org/companiesatoz/D.aspx,Dart Valley Foods Ltd,14,93
1119,http://www.corporatecritic.org/companiesatoz/K.aspx,Koch Industries Inc,14,93
1120,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Sigma Corporation,???,-1
1121,http://www.corporatecritic.org/companiesatoz/N.aspx,Natural Crisps Ltd,14,93
1122,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Linklaters LLP,11.5,76
1123,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Miam Ltd,14,93
1124,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lexmark International Group Inc,14,93
1125,http://www.corporatecritic.org/companiesatoz/J.aspx,Jacobson Group Ltd,8.5,56
1126,http://www.corporatecritic.org/companiesatoz/E.aspx,Enigma Titanium Limited,???,-1
1127,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Huawei Investment & Holding Co. Ltd,6.5,43
1128,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Mercuria Energy Group Limited,10.5,70
1129,http://www.corporatecritic.org/companiesatoz/A.aspx,Accenture,14,93
1130,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Prémaxx,14,93
1131,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Goldcorp Inc,12,80
1132,http://www.corporatecritic.org/companiesatoz/123.aspx,9055-7588 Québec Inc (FKA Bio Spectra),12,80
1133,http://www.corporatecritic.org/companiesatoz/H.aspx,Harbingers of a New Age,14,93
1134,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Modibodi Australia Pty Ltd,???,-1
1135,http://www.corporatecritic.org/companiesatoz/N.aspx,Neutra Health,14,93
1136,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mitsubishi Estate Co,(14),93
1137,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,SMART Technologies Inc,(14),93
1138,http://www.corporatecritic.org/companiesatoz/O.aspx,Organic Seed & Bean Co Ltd,15,100
1139,http://www.corporatecritic.org/companiesatoz/C.aspx,Capespan Group Limited,14,93
1140,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mio Technology Corporation,14,93
1141,http://www.corporatecritic.org/companiesatoz/P.aspx,PC Peripherals Ltd,14,93
1142,http://www.corporatecritic.org/companiesatoz/I.aspx,I Grunwerg Ltd,???,-1
1143,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Equop Limited,14,93
1144,http://www.corporatecritic.org/companiesatoz/K.aspx,Konica Minolta Holdings Inc,14,93
1145,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,E.ON AG,9,60
1146,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The East Coast Group Ltd,14,93
1147,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mountain Buggy Ltd,14,93
1148,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lindex AB,(14),93
1149,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Met SpA,14,93
1150,http://www.corporatecritic.org/companiesatoz/E.aspx,Electra Private Equity Partners Lp,8,53
1151,http://www.corporatecritic.org/companiesatoz/W.aspx,Wacom Co Ltd,14,93
1152,http://www.corporatecritic.org/companiesatoz/P.aspx,Pentland Group plc,7,46
1153,http://www.corporatecritic.org/companiesatoz/Huit%20.aspx,Hull City Association Football Club (Tigers) Ltd,14,93
1154,http://www.corporatecritic.org/companiesatoz/Vivar.aspx,Volkswagen AG,(3),20
1155,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Dongbu Group,10,66
1156,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Engage Cloud,???,-1
1157,http://www.corporatecritic.org/companiesatoz/Price.aspx,Progosa,14,93
1158,http://www.corporatecritic.org/companiesatoz/A.aspx,AarhusKarlshamn,14,93
1159,http://www.corporatecritic.org/companiesatoz/S.aspx,SC Johnson & Son Inc,7,46
1160,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mitsui Group,12.5,83
1161,http://www.corporatecritic.org/companiesatoz/B.aspx,Bayerische Motoren Werke AG (BMW),5.5,36
1162,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Business Post Group,14,93
1163,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Shiseido Company Limited,8,53
1164,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Silverfleet Capital Limited,13.5,90
1165,http://www.corporatecritic.org/companiesatoz/A.aspx,Accell Group,9,60
1166,http://www.corporatecritic.org/companiesatoz/N.aspx,Nigel's Eco Store Ltd,14,93
1167,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,soleRebels,13.5,90
1168,http://www.corporatecritic.org/companiesatoz/F.aspx,Ferrovial SA,13.5,90
1169,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,World Design and Trade Co Limited,14,93
1170,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,Nirvana Sugars Ltd,14,93
1171,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Medina Holdings,11.5,76
1172,http://www.corporatecritic.org/companiesatoz/S.aspx,Savoir-faire Linux,???,-1
1173,http://www.corporatecritic.org/companiesatoz/M.aspx,Mattel Inc,12,80
1174,http://www.corporatecritic.org/companiesatoz/Z.aspx,ZENZEN FOOD LTD,12.5,83
1175,http://www.corporatecritic.org/companiesatoz/E.aspx,EWE AG,14,93
1176,http://www.corporatecritic.org/companiesatoz/E.aspx,Efad Holding,14,93
1177,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Fresh Trading Limited,4,26
1178,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,ExxonMobil Corporation,5.5,36
1179,http://www.corporatecritic.org/companiesatoz/E.aspx,E.ON AG,9,60
1180,http://www.corporatecritic.org/companiesatoz/O.aspx,Onex Corporation,13.5,90
1181,http://www.corporatecritic.org/companiesatoz/M.aspx,"Marlin Management Company, LLC",???,-1
1182,http://www.corporatecritic.org/companiesatoz/Europ.aspx,European Metal Recycling Ltd,14,93
1183,http://www.corporatecritic.org/companiesatoz/J.aspx,JC Bamford Excavators Ltd,13.5,90
1184,http://www.corporatecritic.org/companiesatoz/Maya.aspx,"MCJ Co., Ltd.",14,93
1185,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,BMK Handels unt Vertriebs GmbH,14,93
1186,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,American Electric Power,13,86
1187,http://www.corporatecritic.org/companiesatoz/N.aspx,Naty AB,8.5,56
1188,http://www.corporatecritic.org/companiesatoz/V.aspx,Vegeco Ltd,15,100
1189,http://www.corporatecritic.org/companiesatoz/Specs.aspx,SSE Plc,11,73
1190,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Agnaten SE,???,-1
1191,http://www.corporatecritic.org/companiesatoz/K.aspx,Kerry Co-operative Creameries Limited,14,93
1192,http://www.corporatecritic.org/companiesatoz/V.aspx,Valley National Gases (VNG),14,93
1193,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Altria Group Inc,12.5,83
1194,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,AMG Group Ltd,9,60
1195,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Bio-D Company,14.5,96
1196,http://www.corporatecritic.org/companiesatoz/A.aspx,Advanced Micro Devices Inc,14,93
1197,http://www.corporatecritic.org/companiesatoz/K.aspx,Kingfield Heath,14,93
1198,http://www.corporatecritic.org/companiesatoz/O.aspx,Ontario Teachers' Pension Plan,2.5,16
1199,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Foster's Group Ltd,9,60
1200,http://www.corporatecritic.org/companiesatoz/Delta.aspx,DP Furniture Express Ltd,14,93
1201,http://www.corporatecritic.org/companiesatoz/D.aspx,David Halsall International Ltd,14,93
1202,http://www.corporatecritic.org/companiesatoz/Asda%20.aspx,Avis Budget Group,14,93
1203,http://www.corporatecritic.org/companiesatoz/L.aspx,Lanka Kade (UK) Ltd,14,93
1204,http://www.corporatecritic.org/companiesatoz/123.aspx,[OLD] Who Made Your Pants?,14,93
1205,http://www.corporatecritic.org/companiesatoz/E.aspx,Emil Vertriebs-GmbH,14,93
1206,http://www.corporatecritic.org/companiesatoz/X.aspx,Xcel Energy Inc.,13,86
1207,http://www.corporatecritic.org/companiesatoz/V.aspx,Visa Inc,13,86
1208,http://www.corporatecritic.org/companiesatoz/Price.aspx,Proven Engineering Products Ltd,14,93
1209,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Theolife,14,93
1210,http://www.corporatecritic.org/companiesatoz/K.aspx,Koffie F. Rombouts NV,10.5,70
1211,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Pigeon Corporation,???,-1
1212,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Greggs plc,7.5,50
1213,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Cerberus Capital Management,11,73
1214,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Tofutti Brands Inc,8,53
1215,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Trophy International Animal Products (Oxford) Ltd,14,93
