,directory_link-href,company,rating,sd_rating
306,http://www.corporatecritic.org/companiesatoz/E.aspx,ECI Partners LLP,???,-1
307,http://www.corporatecritic.org/companiesatoz/Hero.aspx,HSBC Holdings plc,2.5,16
308,http://www.corporatecritic.org/companiesatoz/N.aspx,Naturesave Policies Ltd,14,93
309,http://www.corporatecritic.org/companiesatoz/B.aspx,Baylis and Harding PLC,???,-1
310,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Cobra Electronics Corporation,14,93
311,http://www.corporatecritic.org/companiesatoz/K.aspx,Kooperativa Forbundet (KF),14,93
312,http://www.corporatecritic.org/companiesatoz/Phile.aspx,PJL Investments BV,(7),46
313,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Wigan Athletic Football Club,(14),93
314,http://www.corporatecritic.org/companiesatoz/J.aspx,Jollyum Ltd,15,100
315,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Ford Motor Company,5.5,36
316,http://www.corporatecritic.org/companiesatoz/I.aspx,Infinity Foods Co-operative Limited,13.5,90
317,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Three Choirs Vineyards Ltd,14,93
318,http://www.corporatecritic.org/companiesatoz/Scott.aspx,"Seminole Tribe of Florida, Inc",14,93
319,http://www.corporatecritic.org/companiesatoz/Q.aspx,Quiksilver Inc,13.5,90
320,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,William Santus & Co Ltd,14,93
321,http://www.corporatecritic.org/companiesatoz/I.aspx,Ipswich Building Society,14,93
322,http://www.corporatecritic.org/companiesatoz/I.aspx,Iceland Topco Ltd,6,40
323,http://www.corporatecritic.org/companiesatoz/Fung%20.aspx,FWP Matthews,14,93
324,http://www.corporatecritic.org/companiesatoz/C.aspx,Carhartt Inc,14,93
325,http://www.corporatecritic.org/companiesatoz/R.aspx,Republic Gold Ltd,14,93
326,http://www.corporatecritic.org/companiesatoz/J.aspx,J W Childs Associates,14,93
327,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Fundacion MAPFRE,???,-1
328,http://www.corporatecritic.org/companiesatoz/A.aspx,Aeffe S.p.A.,14,93
329,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Bourgeois Boheme,13.5,90
330,http://www.corporatecritic.org/companiesatoz/W.aspx,WH Smith Plc,11,73
331,http://www.corporatecritic.org/companiesatoz/Y.aspx,Yves Rocher,11.5,76
332,http://www.corporatecritic.org/companiesatoz/G.aspx,George Luck Puzzles Ltd,14,93
333,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Groovy Food Company,12,80
334,http://www.corporatecritic.org/companiesatoz/M.aspx,Man Group plc,13.5,90
335,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Funai Electric Co. Ltd,14,93
336,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Host Europe Group,13,86
337,http://www.corporatecritic.org/companiesatoz/D.aspx,DBApparel,14,93
338,http://www.corporatecritic.org/companiesatoz/H.aspx,Happy Cheeze,???,-1
339,http://www.corporatecritic.org/companiesatoz/U.aspx,United Foods International plc,14,93
340,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Earth Friendly Products,11.5,76
341,http://www.corporatecritic.org/companiesatoz/U.aspx,Unicorn Grocery,15,100
342,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Freshfields Bruckhaus Deringer,11.5,76
343,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Dri-Pak Ltd,11,73
344,http://www.corporatecritic.org/companiesatoz/W.aspx,Wesleyan Assurance Society,14,93
345,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Honda Motor Co Ltd,7,46
346,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,AHG Venice Ltd,5.5,36
347,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lloyds Banking Group plc,4.5,30
348,http://www.corporatecritic.org/companiesatoz/I.aspx,IAC/InterActiveCorp,13.5,90
349,http://www.corporatecritic.org/companiesatoz/K.aspx,Kachikoshi Ltd,12.5,83
350,http://www.corporatecritic.org/companiesatoz/Europ.aspx,Europa Pet Foods Ltd,14,93
351,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Sodasan Wasch- und Reinigungsmittel GmbH,14,93
352,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Endless,12.5,83
353,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Plantronics,14,93
354,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Electra Private Equity Partners Lp,8,53
355,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Miele & Cie. KG,(10),66
356,http://www.corporatecritic.org/companiesatoz/V.aspx,VF Corporation Inc,6.5,43
357,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Alessi SpA,???,-1
358,http://www.corporatecritic.org/companiesatoz/W.aspx,WBA Holdings Ltd,14,93
359,http://www.corporatecritic.org/companiesatoz/M.aspx,Macintosh Retail Group NV,14,93
360,http://www.corporatecritic.org/companiesatoz/A.aspx,Admiral Group,(3.5),23
361,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Alshaya Group,14,93
362,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Alliance Trust PLC,6.5,43
363,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Covea,5,33
364,http://www.corporatecritic.org/companiesatoz/O.aspx,OneSavings Bank Plc,11.5,76
365,http://www.corporatecritic.org/companiesatoz/F.aspx,Fashion - Conscience.com Limited,13,86
366,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Apple Inc,7,46
367,http://www.corporatecritic.org/companiesatoz/R.aspx,Real Organic Foods Company,14,93
368,http://www.corporatecritic.org/companiesatoz/M.aspx,Marriott International,13.5,90
369,http://www.corporatecritic.org/companiesatoz/Phile.aspx,PlusNet Plc,7.5,50
370,http://www.corporatecritic.org/companiesatoz/I.aspx,Inditex Group,8,53
371,http://www.corporatecritic.org/companiesatoz/B.aspx,Barratts Trading Limited,14,93
372,http://www.corporatecritic.org/companiesatoz/P.aspx,Paperalia,14,93
373,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Aquados Ltd,14,93
374,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Edward Thompson Group,14,93
375,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Enpac Ltd,???,-1
376,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Busch & Müller KG,14,93
377,http://www.corporatecritic.org/companiesatoz/F.aspx,Farmfoods Ltd,14,93
378,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Concord Camera Corporation,14,93
379,http://www.corporatecritic.org/companiesatoz/Price.aspx,Project Blue,13,86
380,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Coswell S.p.A.,???,-1
381,http://www.corporatecritic.org/companiesatoz/Price.aspx,PZ Cussons PLC,8,53
382,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Willow Water Ltd,14,93
383,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mulliez Family,9.5,63
384,http://www.corporatecritic.org/companiesatoz/E.aspx,EH Booth & Co Ltd,3.5,23
385,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Dogwoof Ltd,14,93
386,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Doves Farm Foods Ltd,13,86
387,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Footprint Clothing,14,93
388,http://www.corporatecritic.org/companiesatoz/A.aspx,Aberdeen Asset Management Plc,2.5,16
389,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Romec Ltd,(12.5),83
390,http://www.corporatecritic.org/companiesatoz/Hero.aspx,HP Inc,6,40
391,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Mike Ashley,7,46
392,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Microsoft Corporation,7,46
393,http://www.corporatecritic.org/companiesatoz/G.aspx,Giant Manufacturing Co Ltd,7.5,50
394,http://www.corporatecritic.org/companiesatoz/Asda%20.aspx,ASOS plc,8,53
395,http://www.corporatecritic.org/companiesatoz/N.aspx,Nap Ease Ltd,12,80
396,http://www.corporatecritic.org/companiesatoz/Maya.aspx,MessageLabs Group Ltd,14,93
397,http://www.corporatecritic.org/companiesatoz/E.aspx,Ella's Kitchen (Brands) Ltd,14,93
398,http://www.corporatecritic.org/companiesatoz/E.aspx,Emmaljunga AB,14,93
399,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Shoe Zone Plc,8,53
400,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Russimco Ltd,14,93
401,http://www.corporatecritic.org/companiesatoz/T.aspx,Telstra,14,93
402,http://www.corporatecritic.org/companiesatoz/Briti.aspx,British Broadcasting Corporation (BBC),13,86
403,http://www.corporatecritic.org/companiesatoz/R.aspx,RAO UES of Russia,13,86
404,http://www.corporatecritic.org/companiesatoz/W.aspx,Wenger S.A,(14),93
405,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Clothworks,14,93
406,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,American International Group (AIG) Inc,3,20
407,http://www.corporatecritic.org/companiesatoz/W.aspx,Westland Horticulture,8,53
408,http://www.corporatecritic.org/companiesatoz/123.aspx,2 Sisters Food Group,8.5,56
409,http://www.corporatecritic.org/companiesatoz/O.aspx,Orvalley Corporation N.V,13,86
410,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Fortis Foods Ltd,???,-1
411,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,GOVIA,10,66
412,http://www.corporatecritic.org/companiesatoz/D.aspx,Dart Group Plc,13,86
413,http://www.corporatecritic.org/companiesatoz/F.aspx,Facebook Inc,5.5,36
414,http://www.corporatecritic.org/companiesatoz/C.aspx,Cafeology,13,86
415,http://www.corporatecritic.org/companiesatoz/R.aspx,Regent Inns plc,(14),93
416,http://www.corporatecritic.org/companiesatoz/J.aspx,Joules Clothing Ltd,14,93
417,http://www.corporatecritic.org/companiesatoz/K.aspx,KKR & Co. L.P.,5.5,36
418,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,William Hill Plc,13.5,90
419,http://www.corporatecritic.org/companiesatoz/E.aspx,Evesham Technology Holdings Ltd,14,93
420,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Green Valley Trading Company,13.5,90
421,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,easyGroup (UK) Ltd,13.5,90
422,http://www.corporatecritic.org/companiesatoz/C.aspx,Calon Wen Organic Milk Co-operative Limited,???,-1
423,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,Nomads Clothing Ltd,12.5,83
424,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Doe Run Company,14,93
425,http://www.corporatecritic.org/companiesatoz/E.aspx,Esure Group,(5),33
426,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Standard Life Plc,2.5,16
427,http://www.corporatecritic.org/companiesatoz/Price.aspx,Proview International Holdings Ltd,14,93
428,http://www.corporatecritic.org/companiesatoz/Maya.aspx,McKeith Research Ltd,14,93
429,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Bishopston Trading Company Ltd,14,93
430,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Traditional Scottish Ales,14,93
431,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hilleberg The Tentmaker,14,93
432,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Goldman Sachs Group Inc,5,33
433,http://www.corporatecritic.org/companiesatoz/M.aspx,Makita Corp,14,93
434,http://www.corporatecritic.org/companiesatoz/D.aspx,Dale Farm Cooperative,8.5,56
435,http://www.corporatecritic.org/companiesatoz/T.aspx,Thai Union Group Public Company Limited,(6.5),43
436,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lloyd's Of London,3.5,23
437,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Bibby Line Group Ltd,14,93
438,http://www.corporatecritic.org/companiesatoz/F.aspx,Fentimans Ltd,11.5,76
439,http://www.corporatecritic.org/companiesatoz/Cream.aspx,CVC Capital Partners Europe Ltd,14,93
440,http://www.corporatecritic.org/companiesatoz/R.aspx,Rakuten Inc,7,46
441,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Multibrands International Limited,???,-1
442,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,Nutshell Natural Paints,11.5,76
443,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Rumah London,14,93
444,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,Norwich & Peterborough Building Society,13.5,90
445,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Tea and Coffee Plant,14,93
446,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Brother Industries Ltd,14,93
447,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Frank Water Ltd,14,93
448,http://www.corporatecritic.org/companiesatoz/U.aspx,Unilever,1.5,10
449,http://www.corporatecritic.org/companiesatoz/E.aspx,Enpac Ltd,???,-1
450,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lifetime Brands Inc,???,-1
451,http://www.corporatecritic.org/companiesatoz/Cream.aspx,Cream O'Galloway Dairy Co Ltd,12.5,83
452,http://www.corporatecritic.org/companiesatoz/S.aspx,Sam I Am,14,93
453,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Line 6,14,93
454,http://www.corporatecritic.org/companiesatoz/Price.aspx,Prothero Ltd,14,93
455,http://www.corporatecritic.org/companiesatoz/Z.aspx,Zapf Creation AG,14,93
456,http://www.corporatecritic.org/companiesatoz/V.aspx,Very Innovative Group Ltd,9,60
457,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hiut Ltd,9.5,63
458,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,American Express Company,7.5,50
459,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Charterhouse Capital Partners LLP,13.5,90
460,http://www.corporatecritic.org/companiesatoz/Group.aspx,Grupo Camargo Correa,13,86
461,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Tiana Fair Trade Organics Ltd,15,100
462,http://www.corporatecritic.org/companiesatoz/L.aspx,Legal & General Group plc,3.5,23
463,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hipp GMBH and Co Vertrieb KG,14,93
464,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,French Connection Group Plc,8.5,56
465,http://www.corporatecritic.org/companiesatoz/W.aspx,West Bromwich Building Society,13.5,90
466,http://www.corporatecritic.org/companiesatoz/M.aspx,MacAndrews & Forbes Holdings Inc,9.5,63
467,http://www.corporatecritic.org/companiesatoz/E.aspx,Earl Shilton Building Society,14,93
468,http://www.corporatecritic.org/companiesatoz/K.aspx,Koç Holding AS,(7),46
469,http://www.corporatecritic.org/companiesatoz/A.aspx,Advanced Fluid Connections (AFC),14,93
470,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,BenQ Group,14,93
471,http://www.corporatecritic.org/companiesatoz/Y.aspx,"Yamato Holdings Co, Ltd",(14),93
472,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Arla Foods amba,6.5,43
473,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Smiths Coffee Company Ltd,14,93
474,http://www.corporatecritic.org/companiesatoz/Duali.aspx,Duke Street Capital Holdings Ltd,11.5,76
475,http://www.corporatecritic.org/companiesatoz/J.aspx,Jamaica Producers Group Ltd,14,93
476,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Do You Green,14,93
477,http://www.corporatecritic.org/companiesatoz/Briti.aspx,BRODIE MELROSE DRYSDALE & CO LTD,7.5,50
478,http://www.corporatecritic.org/companiesatoz/J.aspx,Jupiter Fund Management Plc,5.5,36
479,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Mayborn Group plc,13.5,90
480,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,All Market Inc,12.5,83
481,http://www.corporatecritic.org/companiesatoz/A.aspx,A World of Buzz Limited,???,-1
482,http://www.corporatecritic.org/companiesatoz/123.aspx,[MERGED] Stroud and Swindon Building Society,13.5,90
483,http://www.corporatecritic.org/companiesatoz/C.aspx,Carlsberg A/S,9,60
484,http://www.corporatecritic.org/companiesatoz/T.aspx,Tesla Motors Inc,8,53
485,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,"GoPro, Inc.",???,-1
486,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Plants Of Distinction,14,93
487,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Etablissements Charles Nusse,14,93
488,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Toyota Motor Corp,5.5,36
489,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Combi Corporation,14,93
490,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,TINE SA,???,-1
491,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Cocoa Loco Ltd,15,100
492,http://www.corporatecritic.org/companiesatoz/G.aspx,General Motors Corporation,4.5,30
493,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Artsana SpA,(8),53
494,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Pioneer Corporation,14,93
495,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Fratelli De Cecco di Filippo Fara San Martino S.p.A.,14,93
496,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,Nkuku,13,86
497,http://www.corporatecritic.org/companiesatoz/Y.aspx,Yamaha Corporation,14,93
498,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Merck & Co Inc,13,86
499,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,MJM International Ltd,14,93
500,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Go-Ahead Group plc,10.5,70
501,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,FMR LLC,0.5,3
502,http://www.corporatecritic.org/companiesatoz/S.aspx,Samsung Group,4.5,30
503,http://www.corporatecritic.org/companiesatoz/C.aspx,Caudwell Group,14,93
504,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hornby plc,14,93
505,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Archos SA,8,53
506,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Amsprop London Ltd,14,93
507,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Bravissimo Ltd,14,93
508,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Premier Foods Plc,(9.5),63
509,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,CBPE Capital,8,53
510,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lioncourt Capital Ltd,14,93
511,http://www.corporatecritic.org/companiesatoz/I.aspx,ICICI Bank Ltd,6.5,43
512,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Dr. Wolff Group,???,-1
513,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Trek Bicycle Corporation,7,46
514,http://www.corporatecritic.org/companiesatoz/P.aspx,Perrigo Company,8.5,56
515,http://www.corporatecritic.org/companiesatoz/E.aspx,Endesa SA,14,93
516,http://www.corporatecritic.org/companiesatoz/K.aspx,Koninklijke Wessanen nv (AKA Royal Wessanen),(9.5),63
517,http://www.corporatecritic.org/companiesatoz/W.aspx,"Walgreens Boots Alliance, Inc.",1,6
518,http://www.corporatecritic.org/companiesatoz/Europ.aspx,Evesham Technology Holdings Ltd,14,93
519,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,MOMENTUM ELECTRIC LIMITED,???,-1
520,http://www.corporatecritic.org/companiesatoz/W.aspx,W & H Marriage & Sons,14,93
521,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Black Isle Brewing Co,14,93
522,http://www.corporatecritic.org/companiesatoz/V.aspx,Valentino Fashion Group SpA,(13.5),90
523,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Stichting INGKA Foundation,6,40
524,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Ecco Holding A/S,8,53
525,http://www.corporatecritic.org/companiesatoz/H.aspx,Hanson UK,(7.5),50
526,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,EWE AG,14,93
527,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Shire plc,13,86
528,http://www.corporatecritic.org/companiesatoz/C.aspx,Canon Inc,(5),33
529,http://www.corporatecritic.org/companiesatoz/V.aspx,Vaillant Group,10,66
530,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Travis Perkins plc,(5.5),36
531,http://www.corporatecritic.org/companiesatoz/T.aspx,Tea Times Holding Ltd,14,93
532,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Allied Irish Banks Plc,5,33
533,http://www.corporatecritic.org/companiesatoz/L.aspx,L W Corporation Ltd,14,93
534,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Honesty Cosmetics,13.5,90
535,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Buxton Foods Limited,14,93
536,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Comercializadora Internacional Banacol De Colombia SA,9.5,63
537,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,MUD Jeans International B.V.,15,100
538,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Bugaboo Design & Sales b.v.,14,93
539,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Edgewell Personal Care,???,-1
540,http://www.corporatecritic.org/companiesatoz/C.aspx,Career Connect,???,-1
541,http://www.corporatecritic.org/companiesatoz/R.aspx,Rinaldo Rinaldini Limited,???,-1
542,http://www.corporatecritic.org/companiesatoz/F.aspx,Ferrero International SA,8,53
543,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Ebro Foods S.A,14,93
544,http://www.corporatecritic.org/companiesatoz/P.aspx,PA Consulting Group,8,53
545,http://www.corporatecritic.org/companiesatoz/B.aspx,Baroness Retail,9,60
546,http://www.corporatecritic.org/companiesatoz/A.aspx,Adventure Challenge Events,14,93
547,http://www.corporatecritic.org/companiesatoz/O.aspx,Offshore Media Jersey Limited,14,93
548,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Moo Free Ltd,15,100
549,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Tottenham Hotspur plc,(14),93
550,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Tomkins plc,14,93
551,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Chocoladefabriken Lindt & Sprüngli AG,8,53
552,http://www.corporatecritic.org/companiesatoz/N.aspx,Newcastle Building Society,13.5,90
553,http://www.corporatecritic.org/companiesatoz/O.aspx,Only Natural Products Ltd,12.5,83
554,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,ALDI,12,80
555,http://www.corporatecritic.org/companiesatoz/F.aspx,Favorita Fruit Company,5,33
556,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Thought Fashion Limited,13,86
557,http://www.corporatecritic.org/companiesatoz/N.aspx,Neom Limited,???,-1
558,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Centrica Plc,7,46
559,http://www.corporatecritic.org/companiesatoz/E.aspx,Ethical Wares Ltd,12,80
560,http://www.corporatecritic.org/companiesatoz/P.aspx,Pet Food UK Holdings Ltd,9.5,63
561,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,China National Offshore Oil Corporation,14,93
562,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Société Générale,13.5,90
563,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mitchells & Butlers,7.5,50
564,http://www.corporatecritic.org/companiesatoz/K.aspx,Koninklijke Philips Electronics NV (Royal Philips),9,60
565,http://www.corporatecritic.org/companiesatoz/Group.aspx,Guy Pinard & Fils sarl,14,93
566,http://www.corporatecritic.org/companiesatoz/Surya.aspx,Symphonix Ltd,14,93
567,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Green Apple,14,93
568,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hill Biscuits Ltd,10.5,70
569,http://www.corporatecritic.org/companiesatoz/H.aspx,Havana Holding B.V.,14,93
570,http://www.corporatecritic.org/companiesatoz/T.aspx,TCL Corporation,8,53
571,http://www.corporatecritic.org/companiesatoz/Price.aspx,Pudding Clothing,14,93
572,http://www.corporatecritic.org/companiesatoz/J.aspx,JP Boden & Co Ltd,13.5,90
573,http://www.corporatecritic.org/companiesatoz/I.aspx,Iriver Ltd,14,93
574,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Schmidt Family Foundation,???,-1
575,http://www.corporatecritic.org/companiesatoz/O.aspx,OAO Gazprom,11,73
576,http://www.corporatecritic.org/companiesatoz/G.aspx,Gaskell plc,14,93
577,http://www.corporatecritic.org/companiesatoz/D.aspx,Delamere Dairy Holdings,9.5,63
578,http://www.corporatecritic.org/companiesatoz/Asda%20.aspx,Authentic Bread Company,14,93
579,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Tribeca-May Ltd,13,86
580,http://www.corporatecritic.org/companiesatoz/M.aspx,Marble Beers Limited,???,-1
581,http://www.corporatecritic.org/companiesatoz/V.aspx,Virgin Group Holdings Ltd,8,53
582,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Ameriprise Financial Inc,13,86
583,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Stokke Gruppen AS,14,93
584,http://www.corporatecritic.org/companiesatoz/G.aspx,GEORGANICS LTD,???,-1
585,http://www.corporatecritic.org/companiesatoz/R.aspx,Rainbow Wholefoods,14,93
586,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Arrogance Accessories Ltd,14,93
587,http://www.corporatecritic.org/companiesatoz/Asda%20.aspx,Auro Pflanzenchemie AG,13,86
588,http://www.corporatecritic.org/companiesatoz/Hero.aspx,HM Capital Partners LLC,14,93
589,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Softwalker Ltd,14,93
590,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Champion Petfoods LP,???,-1
591,http://www.corporatecritic.org/companiesatoz/T.aspx,Thaymar Ltd,9,60
592,http://www.corporatecritic.org/companiesatoz/K.aspx,Katvig ApS,14,93
593,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Lycatel,(11),73
594,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Superdry PLC [previously SuperGroup Plc],9,60
595,http://www.corporatecritic.org/companiesatoz/Scott.aspx,SHUBBAK:A WINDOW ON CONTEMPORARY ARAB CULTURE,???,-1
596,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Lucy Bee Ltd,15,100
597,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Deutsche Bahn,6.5,43
598,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Traidcraft plc,12.5,83
599,http://www.corporatecritic.org/companiesatoz/C.aspx,Castlefield Partners Limited,???,-1
600,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Cawston Press Ltd,12,80
601,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Plastwood Di Fini Sisto E C Sas,14,93
602,http://www.corporatecritic.org/companiesatoz/Fung%20.aspx,Funky Gandhi Limited,14,93
603,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Tranquil PC Ltd,14,93
604,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hero,14,93
605,http://www.corporatecritic.org/companiesatoz/K.aspx,Klondyke Group Limited,6,40
606,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Rutland Partners LLP,9.5,63
607,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Lotte Group,7.5,50
608,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Phoenix Farm Group Limited,13,86
609,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Middlesbrough Football Club,(14),93
610,http://www.corporatecritic.org/companiesatoz/G.aspx,Giochi Preziosi,(14),93
611,http://www.corporatecritic.org/companiesatoz/R.aspx,Rip Curl International Pty Ltd,13.5,90
